t_s,bloque,idac2,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido
455.4,0,-120,0,PGAgain,871467,12378,-2589.7,False
456.1,0,-120,1,BPo,978088,4081,-466.3,True
456.7,0,-120,2,OPA_SUMo,1096153,114,1885.1,True
457.4,0,-120,3,SUMo,1094760,114,1857.3,True
458.0,0,-120,4,LPo,721454,190,-5577.3,False
468.7,0,-120,0,PGAgain,871295,12207,-2593.1,False
469.3,0,-120,1,BPo,977706,3147,-473.9,True
470.0,0,-120,2,OPA_SUMo,1096134,114,1884.7,True
470.6,0,-120,3,SUMo,1094760,114,1857.3,True
471.3,0,-120,4,LPo,721454,133,-5577.3,False
481.9,0,-120,0,PGAgain,871162,13179,-2595.8,False
482.6,0,-120,1,BPo,978851,4386,-451.1,True
483.2,0,-120,2,OPA_SUMo,1096153,95,1885.1,True
483.9,0,-120,3,SUMo,1094741,95,1857.0,True
484.5,0,-120,4,LPo,721435,190,-5577.7,False
495.2,0,-120,0,PGAgain,872154,11196,-2576.0,False
495.8,0,-120,1,BPo,978794,3185,-452.2,True
496.5,0,-120,2,OPA_SUMo,1096134,114,1884.7,True
497.1,0,-120,3,SUMo,1094741,114,1857.0,True
497.8,0,-120,4,LPo,721473,114,-5576.9,False
508.4,0,-120,0,PGAgain,871334,11730,-2592.3,False
509.1,0,-120,1,BPo,978832,3452,-451.4,True
509.7,0,-120,2,OPA_SUMo,1096153,152,1885.1,True
510.4,0,-120,3,SUMo,1094741,95,1857.0,True
511.0,0,-120,4,LPo,721454,152,-5577.3,False
521.7,0,-120,0,PGAgain,870933,11882,-2600.3,False
522.3,0,-120,1,BPo,978221,4329,-463.6,True
523.0,0,-120,2,OPA_SUMo,1096134,95,1884.7,True
523.6,0,-120,3,SUMo,1094760,114,1857.3,True
524.3,0,-120,4,LPo,721454,152,-5577.3,False
534.9,0,-120,0,PGAgain,870304,11386,-2612.9,False
535.6,0,-120,1,BPo,978584,3852,-456.4,True
536.2,0,-120,2,OPA_SUMo,1096134,133,1884.7,True
536.9,0,-120,3,SUMo,1094760,95,1857.3,True
537.5,0,-120,4,LPo,721473,247,-5576.9,False
548.2,0,-120,0,PGAgain,871696,12435,-2585.1,False
548.8,0,-120,1,BPo,978336,3757,-461.3,True
549.5,0,-120,2,OPA_SUMo,1096134,133,1884.7,True
550.1,0,-120,3,SUMo,1094741,114,1857.0,True
550.8,0,-120,4,LPo,721454,209,-5577.3,False
561.4,0,-120,0,PGAgain,871772,15220,-2583.6,False
562.1,0,-120,1,BPo,977916,4901,-469.7,True
562.7,0,-120,2,OPA_SUMo,1096153,133,1885.1,True
563.4,0,-120,3,SUMo,1094741,114,1857.0,True
564.0,0,-120,4,LPo,721473,190,-5576.9,False
574.7,0,-120,0,PGAgain,870494,13751,-2609.1,False
578.3,0,-120,1,BPo,977725,4177,-473.5,True
579.7,0,-120,2,OPA_SUMo,1096134,95,1884.7,True
580.4,0,-120,3,SUMo,1094722,114,1856.6,True
581.0,0,-120,4,LPo,721454,190,-5577.3,False
591.7,0,-120,0,PGAgain,869960,11768,-2619.7,False
593.8,0,-120,1,BPo,977487,4072,-478.2,True
596.3,0,-120,2,OPA_SUMo,1096124,124,1884.5,True
597.3,0,-120,3,SUMo,1094741,114,1857.0,True
597.9,0,-120,4,LPo,721454,171,-5577.3,False
608.6,0,-120,0,PGAgain,870628,12092,-2606.4,False
609.2,0,-120,1,BPo,977687,3147,-474.3,True
609.9,0,-120,2,OPA_SUMo,1096153,114,1885.1,True
610.5,0,-120,3,SUMo,1094760,114,1857.3,True
611.2,0,-120,4,LPo,721473,171,-5576.9,False
621.8,0,-120,0,PGAgain,870304,12340,-2612.9,False
622.5,0,-120,1,BPo,978202,3204,-464.0,True
623.1,0,-120,2,OPA_SUMo,1096172,133,1885.5,True
623.8,0,-120,3,SUMo,1094779,114,1857.7,True
624.4,0,-120,4,LPo,721435,152,-5577.7,False
635.1,0,-120,0,PGAgain,870952,11882,-2600.0,False
635.7,0,-120,1,BPo,978431,3547,-459.4,True
636.4,0,-120,2,OPA_SUMo,1096172,95,1885.5,True
637.0,0,-120,3,SUMo,1094760,114,1857.3,True
637.7,0,-120,4,LPo,721492,133,-5576.6,False
648.3,0,-120,0,PGAgain,871009,12073,-2598.8,False
649.0,0,-120,1,BPo,978069,2994,-466.6,True
649.6,0,-120,2,OPA_SUMo,1096153,95,1885.1,True
650.3,0,-120,3,SUMo,1094741,114,1857.0,True
650.9,0,-120,4,LPo,721435,190,-5577.7,False
661.6,0,-120,0,PGAgain,870990,11787,-2599.2,False
662.2,0,-120,1,BPo,978012,3299,-467.8,True
662.9,0,-120,2,OPA_SUMo,1096172,114,1885.5,True
663.5,0,-120,3,SUMo,1094779,114,1857.7,True
664.2,0,-120,4,LPo,721454,190,-5577.3,False
674.8,0,-120,0,PGAgain,871372,13637,-2591.6,False
675.5,0,-120,1,BPo,978507,3585,-457.9,True
676.1,0,-120,2,OPA_SUMo,1096153,114,1885.1,True
676.8,0,-120,3,SUMo,1094760,114,1857.3,True
677.4,0,-120,4,LPo,721492,190,-5576.6,False
688.1,0,-120,0,PGAgain,872020,12130,-2578.7,False
688.7,0,-120,1,BPo,978660,4463,-454.9,True
689.4,0,-120,2,OPA_SUMo,1096134,114,1884.7,True
690.0,0,-120,3,SUMo,1094760,76,1857.3,True
690.7,0,-120,4,LPo,721454,133,-5577.3,False
701.3,0,-120,0,PGAgain,872173,14152,-2575.6,False
702.0,0,-120,1,BPo,977878,3566,-470.4,True
702.6,0,-120,2,OPA_SUMo,1096153,114,1885.1,True
703.3,0,-120,3,SUMo,1094741,114,1857.0,True
703.9,0,-120,4,LPo,721454,209,-5577.3,False
714.6,0,-120,0,PGAgain,870609,13103,-2606.8,False
715.2,0,-120,1,BPo,977993,4596,-468.2,True
715.9,0,-120,2,OPA_SUMo,1096153,114,1885.1,True
716.6,0,-120,3,SUMo,1094741,95,1857.0,True
717.2,0,-120,4,LPo,721492,152,-5576.6,False
727.8,0,-120,0,PGAgain,871944,12531,-2580.2,False
728.5,0,-120,1,BPo,978794,2670,-452.2,True
729.1,0,-120,2,OPA_SUMo,1096134,114,1884.7,True
729.8,0,-120,3,SUMo,1094741,114,1857.0,True
730.4,0,-120,4,LPo,721492,171,-5576.6,False
741.1,0,-120,0,PGAgain,872364,13675,-2571.8,False
741.7,0,-120,1,BPo,979118,3757,-445.8,True
742.4,0,-120,2,OPA_SUMo,1096153,114,1885.1,True
743.0,0,-120,3,SUMo,1094741,114,1857.0,True
743.7,0,-120,4,LPo,721473,133,-5576.9,False
754.3,0,-120,0,PGAgain,871009,11997,-2598.8,False
755.0,0,-120,1,BPo,978088,3662,-466.3,True
755.6,0,-120,2,OPA_SUMo,1096172,114,1885.5,True
756.3,0,-120,3,SUMo,1094741,114,1857.0,True
756.9,0,-120,4,LPo,721492,133,-5576.6,False
767.6,0,-120,0,PGAgain,870227,11672,-2614.4,False
768.2,0,-120,1,BPo,978507,3757,-457.9,True
768.9,0,-120,2,OPA_SUMo,1096134,95,1884.7,True
769.5,0,-120,3,SUMo,1094760,114,1857.3,True
770.2,0,-120,4,LPo,721511,190,-5576.2,False
780.8,0,-120,0,PGAgain,870647,12760,-2606.0,False
781.5,0,-120,1,BPo,978412,3356,-459.8,True
782.1,0,-120,2,OPA_SUMo,1096115,114,1884.3,True
782.8,0,-120,3,SUMo,1094722,114,1856.6,True
783.4,0,-120,4,LPo,721473,133,-5576.9,False
794.1,0,-120,0,PGAgain,871562,13828,-2587.8,False
794.7,0,-120,1,BPo,978393,4463,-460.2,True
795.4,0,-120,2,OPA_SUMo,1096115,114,1884.3,True
796.0,0,-120,3,SUMo,1094741,114,1857.0,True
796.7,0,-120,4,LPo,721473,190,-5576.9,False
807.3,0,-120,0,PGAgain,870952,14419,-2600.0,False
808.0,0,-120,1,BPo,977783,4291,-472.3,True
808.6,0,-120,2,OPA_SUMo,1096191,95,1885.8,True
809.3,0,-120,3,SUMo,1094760,114,1857.3,True
809.9,0,-120,4,LPo,721473,171,-5576.9,False
820.6,0,-120,0,PGAgain,870723,14438,-2604.5,False
821.2,0,-120,1,BPo,978317,3395,-461.7,True
821.9,0,-120,2,OPA_SUMo,1096153,76,1885.1,True
822.5,0,-120,3,SUMo,1094760,95,1857.3,True
823.2,0,-120,4,LPo,721454,133,-5577.3,False
833.8,0,-120,0,PGAgain,872306,11405,-2573.0,False
834.5,0,-120,1,BPo,978755,3604,-453.0,True
835.1,0,-120,2,OPA_SUMo,1096134,133,1884.7,True
835.8,0,-120,3,SUMo,1094760,114,1857.3,True
836.4,0,-120,4,LPo,721492,171,-5576.6,False
847.1,0,-120,0,PGAgain,871181,12702,-2595.4,False
847.7,0,-120,1,BPo,977993,3681,-468.2,True
848.4,0,-120,2,OPA_SUMo,1096172,114,1885.5,True
849.0,0,-120,3,SUMo,1094760,114,1857.3,True
849.7,0,-120,4,LPo,721492,209,-5576.6,False
860.3,0,-120,0,PGAgain,871028,12817,-2598.4,False
861.0,0,-120,1,BPo,978565,3166,-456.8,True
863.1,0,-120,2,OPA_SUMo,1096172,95,1885.5,True
865.7,0,-120,3,SUMo,1094770,95,1857.5,True
866.6,0,-120,4,LPo,721435,209,-5577.7,False
967.3,1,-240,0,PGAgain,870132,13084,-2616.3,False
967.9,1,-240,1,BPo,979194,3013,-444.2,True
968.6,1,-240,2,OPA_SUMo,1068611,705,1336.6,True
969.2,1,-240,3,SUMo,1094722,95,1856.6,True
973.0,1,-240,4,LPo,721492,190,-5576.6,False
983.6,1,-240,0,PGAgain,871257,11768,-2593.9,False
984.3,1,-240,1,BPo,979614,3414,-435.9,True
984.9,1,-240,2,OPA_SUMo,1070899,724,1382.1,True
985.6,1,-240,3,SUMo,1094741,114,1857.0,True
986.2,1,-240,4,LPo,721435,209,-5577.7,False
996.9,1,-240,0,PGAgain,870590,12626,-2607.2,False
997.5,1,-240,1,BPo,978355,2746,-460.9,True
998.2,1,-240,2,OPA_SUMo,1070880,743,1381.8,True
998.8,1,-240,3,SUMo,1094703,114,1856.2,True
999.5,1,-240,4,LPo,721454,114,-5577.3,False
1010.1,1,-240,0,PGAgain,870838,12397,-2602.2,False
1010.8,1,-240,1,BPo,978088,3299,-466.3,True
1011.4,1,-240,2,OPA_SUMo,1070785,762,1379.9,True
1012.1,1,-240,3,SUMo,1094722,114,1856.6,True
1012.7,1,-240,4,LPo,721435,209,-5577.7,False
1023.4,1,-240,0,PGAgain,869941,10662,-2620.1,False
1024.0,1,-240,1,BPo,978507,4138,-457.9,True
1024.7,1,-240,2,OPA_SUMo,1070804,896,1380.2,True
1025.3,1,-240,3,SUMo,1094703,95,1856.2,True
1026.0,1,-240,4,LPo,721416,171,-5578.1,False
1036.6,1,-240,0,PGAgain,870437,12130,-2610.2,False
1037.3,1,-240,1,BPo,979099,3871,-446.1,True
1039.4,1,-240,2,OPA_SUMo,1070661,610,1377.4,True
1041.9,1,-240,3,SUMo,1094722,104,1856.6,True
1042.9,1,-240,4,LPo,721454,190,-5577.3,False
1053.5,1,-240,0,PGAgain,870304,14991,-2612.9,False
1054.2,1,-240,1,BPo,977973,3890,-468.6,True
1054.8,1,-240,2,OPA_SUMo,1071910,572,1402.3,True
1055.5,1,-240,3,SUMo,1094703,133,1856.2,True
1056.1,1,-240,4,LPo,721492,133,-5576.6,False
1066.8,1,-240,0,PGAgain,871467,13713,-2589.7,False
1067.4,1,-240,1,BPo,978260,4596,-462.8,True
1068.1,1,-240,2,OPA_SUMo,1071434,820,1392.8,True
1068.7,1,-240,3,SUMo,1094703,114,1856.2,True
1069.4,1,-240,4,LPo,721492,133,-5576.6,False
1080.0,1,-240,0,PGAgain,869846,15258,-2622.0,False
1080.7,1,-240,1,BPo,977535,3433,-477.3,True
1081.3,1,-240,2,OPA_SUMo,1071243,667,1389.0,True
1082.0,1,-240,3,SUMo,1094703,95,1856.2,True
1082.6,1,-240,4,LPo,721492,209,-5576.6,False
1093.2,1,-240,0,PGAgain,869693,12474,-2625.0,False
1093.9,1,-240,1,BPo,978431,3280,-459.4,True
1094.6,1,-240,2,OPA_SUMo,1070957,820,1383.3,True
1095.2,1,-240,3,SUMo,1094722,133,1856.6,True
1095.8,1,-240,4,LPo,721492,190,-5576.6,False
1106.5,1,-240,0,PGAgain,870361,11444,-2611.7,False
1107.1,1,-240,1,BPo,978431,3433,-459.4,True
1107.8,1,-240,2,OPA_SUMo,1070919,591,1382.5,True
1108.4,1,-240,3,SUMo,1094722,114,1856.6,True
1109.1,1,-240,4,LPo,721435,133,-5577.7,False
1119.7,1,-240,0,PGAgain,870990,12054,-2599.2,False
1120.4,1,-240,1,BPo,978641,2841,-455.3,True
1121.0,1,-240,2,OPA_SUMo,1070919,1049,1382.5,True
1121.7,1,-240,3,SUMo,1094722,114,1856.6,True
1122.3,1,-240,4,LPo,721492,133,-5576.6,False
1133.0,1,-240,0,PGAgain,869560,12187,-2627.7,False
1133.6,1,-240,1,BPo,978412,2632,-459.8,True
1134.3,1,-240,2,OPA_SUMo,1070842,724,1381.0,True
1134.9,1,-240,3,SUMo,1094703,133,1856.2,True
1135.6,1,-240,4,LPo,721454,133,-5577.3,False
1146.2,1,-240,0,PGAgain,870208,11730,-2614.8,False
1146.9,1,-240,1,BPo,978221,4310,-463.6,True
1147.5,1,-240,2,OPA_SUMo,1070957,667,1383.3,True
1148.2,1,-240,3,SUMo,1094684,114,1855.8,True
1148.8,1,-240,4,LPo,721473,152,-5576.9,False
1159.5,1,-240,0,PGAgain,871334,13866,-2592.3,False
1160.1,1,-240,1,BPo,978813,4444,-451.8,True
1160.8,1,-240,2,OPA_SUMo,1070861,820,1381.4,True
1161.4,1,-240,3,SUMo,1094703,133,1856.2,True
1162.1,1,-240,4,LPo,721454,171,-5577.3,False
1172.7,1,-240,0,PGAgain,870895,12340,-2601.1,False
1173.4,1,-240,1,BPo,978240,4062,-463.2,True
1174.0,1,-240,2,OPA_SUMo,1070861,724,1381.4,True
1174.7,1,-240,3,SUMo,1094722,133,1856.6,True
1175.3,1,-240,4,LPo,721397,171,-5578.4,False
1186.0,1,-240,0,PGAgain,870037,12187,-2618.2,False
1186.7,1,-240,1,BPo,978431,3414,-459.4,True
1187.3,1,-240,2,OPA_SUMo,1070880,762,1381.8,True
1188.0,1,-240,3,SUMo,1094722,114,1856.6,True
1188.6,1,-240,4,LPo,721454,133,-5577.3,False
1199.3,1,-240,0,PGAgain,869407,12969,-2630.7,False
1199.9,1,-240,1,BPo,978240,3757,-463.2,True
1200.6,1,-240,2,OPA_SUMo,1070976,724,1383.7,True
1201.2,1,-240,3,SUMo,1094703,133,1856.2,True
1201.9,1,-240,4,LPo,721378,209,-5578.8,False
1212.5,1,-240,0,PGAgain,871353,13580,-2592.0,False
1213.2,1,-240,1,BPo,979042,5016,-447.3,True
1213.8,1,-240,2,OPA_SUMo,1071033,705,1384.8,True
1214.5,1,-240,3,SUMo,1094703,95,1856.2,True
1215.1,1,-240,4,LPo,721435,209,-5577.7,False
1225.8,1,-240,0,PGAgain,870285,12016,-2613.2,False
1226.4,1,-240,1,BPo,978393,4062,-460.2,True
1227.1,1,-240,2,OPA_SUMo,1070880,1029,1381.8,True
1227.7,1,-240,3,SUMo,1094684,114,1855.8,True
1228.4,1,-240,4,LPo,721416,152,-5578.1,False
1239.0,1,-240,0,PGAgain,869846,11940,-2622.0,False
1239.7,1,-240,1,BPo,978012,3261,-467.8,True
1240.3,1,-240,2,OPA_SUMo,1070899,534,1382.1,True
1243.9,1,-240,3,SUMo,1094684,76,1855.8,True
1245.4,1,-240,4,LPo,721416,171,-5578.1,False
1256.0,1,-240,0,PGAgain,869731,11730,-2624.3,False
1256.7,1,-240,1,BPo,977420,4634,-479.6,True
1257.3,1,-240,2,OPA_SUMo,1072349,743,1411.0,True
1258.0,1,-240,3,SUMo,1094722,114,1856.6,True
1261.7,1,-240,4,LPo,721511,152,-5576.2,False
1272.4,1,-240,0,PGAgain,871200,11272,-2595.0,False
1273.0,1,-240,1,BPo,978870,3204,-450.7,True
1273.7,1,-240,2,OPA_SUMo,1073150,495,1427.0,True
1274.3,1,-240,3,SUMo,1094684,95,1855.8,True
1278.0,1,-240,4,LPo,721435,152,-5577.7,False
1288.6,1,-240,0,PGAgain,870914,13866,-2600.7,False
1289.3,1,-240,1,BPo,978202,3280,-464.0,True
1289.9,1,-240,2,OPA_SUMo,1072006,839,1404.2,True
1290.6,1,-240,3,SUMo,1094684,95,1855.8,True
1291.2,1,-240,4,LPo,721454,171,-5577.3,False
1301.9,1,-240,0,PGAgain,870437,13122,-2610.2,False
1302.5,1,-240,1,BPo,977706,3757,-473.9,True
1303.2,1,-240,2,OPA_SUMo,1071510,705,1394.3,True
1303.8,1,-240,3,SUMo,1094684,95,1855.8,True
1304.4,1,-240,4,LPo,721473,152,-5576.9,False
1315.1,1,-240,0,PGAgain,870132,12550,-2616.3,False
1315.7,1,-240,1,BPo,978298,4291,-462.1,True
1316.4,1,-240,2,OPA_SUMo,1071395,858,1392.0,True
1317.0,1,-240,3,SUMo,1094722,114,1856.6,True
1317.7,1,-240,4,LPo,721492,133,-5576.6,False
1328.3,1,-240,0,PGAgain,871219,13866,-2594.6,False
1330.5,1,-240,1,BPo,978488,4958,-458.3,True
1333.0,1,-240,2,OPA_SUMo,1072397,906,1412.0,True
1333.9,1,-240,3,SUMo,1094703,95,1856.2,True
1334.6,1,-240,4,LPo,721454,171,-5577.3,False
1345.2,1,-240,0,PGAgain,871067,13484,-2597.7,False
1345.9,1,-240,1,BPo,978374,3585,-460.6,True
1346.5,1,-240,2,OPA_SUMo,1072006,705,1404.2,True
1347.2,1,-240,3,SUMo,1094703,114,1856.2,True
1347.8,1,-240,4,LPo,721511,171,-5576.2,False
1358.5,1,-240,0,PGAgain,870571,11329,-2607.5,False
1359.1,1,-240,1,BPo,978488,4844,-458.3,True
1359.8,1,-240,2,OPA_SUMo,1071643,820,1396.9,True
1360.4,1,-240,3,SUMo,1094684,114,1855.8,True
1364.0,1,-240,4,LPo,721473,133,-5576.9,False
1374.7,1,-240,0,PGAgain,869903,12111,-2620.8,False
1375.3,1,-240,1,BPo,978317,4482,-461.7,True
1376.0,1,-240,2,OPA_SUMo,1071033,610,1384.8,True
1376.6,1,-240,3,SUMo,1094684,114,1855.8,True
1377.3,1,-240,4,LPo,721473,171,-5576.9,False
1387.9,1,-240,0,PGAgain,869007,13465,-2638.7,False
1388.6,1,-240,1,BPo,977802,3528,-472.0,True
1389.2,1,-240,2,OPA_SUMo,1071128,762,1386.7,True
1389.9,1,-240,3,SUMo,1094684,95,1855.8,True
1390.5,1,-240,4,LPo,721454,114,-5577.3,False
1401.2,1,-240,0,PGAgain,869674,11005,-2625.4,False
1401.9,1,-240,1,BPo,978622,3032,-455.6,True
1402.5,1,-240,2,OPA_SUMo,1071147,801,1387.1,True
1403.2,1,-240,3,SUMo,1094703,114,1856.2,True
1403.8,1,-240,4,LPo,721473,133,-5576.9,False
1414.4,1,-240,0,PGAgain,871353,12760,-2592.0,False
1418.1,1,-240,1,BPo,978507,4158,-457.9,True
1419.5,1,-240,2,OPA_SUMo,1072483,877,1413.7,True
1420.1,1,-240,3,SUMo,1094684,95,1855.8,True
1420.8,1,-240,4,LPo,721473,152,-5576.9,False
1431.4,1,-240,0,PGAgain,870780,12016,-2603.4,False
1432.1,1,-240,1,BPo,978355,4234,-460.9,True
1432.7,1,-240,2,OPA_SUMo,1071815,801,1400.4,True
1433.4,1,-240,3,SUMo,1094703,114,1856.2,True
1434.1,1,-240,4,LPo,721435,152,-5577.7,False
1444.7,1,-240,0,PGAgain,870399,12397,-2611.0,False
1445.4,1,-240,1,BPo,977897,3776,-470.1,True
1446.0,1,-240,2,OPA_SUMo,1071414,686,1392.4,True
1446.7,1,-240,3,SUMo,1094703,133,1856.2,True
1450.4,1,-240,4,LPo,721511,152,-5576.2,False
1461.1,1,-240,0,PGAgain,869960,12912,-2619.7,False
1461.7,1,-240,1,BPo,978088,4653,-466.3,True
1462.4,1,-240,2,OPA_SUMo,1072750,782,1419.0,True
1463.0,1,-240,3,SUMo,1094703,114,1856.2,True
1463.7,1,-240,4,LPo,721473,190,-5576.9,False
1474.3,1,-240,0,PGAgain,871467,13504,-2589.7,False
1475.0,1,-240,1,BPo,978107,3929,-465.9,True
1475.6,1,-240,2,OPA_SUMo,1072006,610,1404.2,True
1476.3,1,-240,3,SUMo,1094665,114,1855.4,True
1476.9,1,-240,4,LPo,721473,152,-5576.9,False
1487.6,1,-240,0,PGAgain,870552,12207,-2607.9,False
1488.2,1,-240,1,BPo,977916,3242,-469.7,True
1488.9,1,-240,2,OPA_SUMo,1071720,534,1398.5,True
1489.5,1,-240,3,SUMo,1094684,152,1855.8,True
1490.1,1,-240,4,LPo,721454,152,-5577.3,False
1500.8,1,-240,0,PGAgain,869598,13103,-2626.9,False
1501.4,1,-240,1,BPo,977859,3566,-470.8,True
1502.1,1,-240,2,OPA_SUMo,1071586,724,1395.8,True
1502.7,1,-240,3,SUMo,1094684,95,1855.8,True
1503.4,1,-240,4,LPo,721454,152,-5577.3,False
1514.0,1,-240,0,PGAgain,870113,13351,-2616.7,False
1514.7,1,-240,1,BPo,978622,3108,-455.6,True
1515.3,1,-240,2,OPA_SUMo,1071319,820,1390.5,True
1517.5,1,-240,3,SUMo,1094703,124,1856.2,True
1520.0,1,-240,4,LPo,721435,171,-5577.7,False
1530.6,1,-240,0,PGAgain,870609,12016,-2606.8,False
1531.3,1,-240,1,BPo,977401,3337,-479.9,True
1532.0,1,-240,2,OPA_SUMo,1072425,686,1412.5,True
1532.6,1,-240,3,SUMo,1094684,95,1855.8,True
1533.3,1,-240,4,LPo,721454,171,-5577.3,False
1543.9,1,-240,0,PGAgain,869464,12474,-2629.6,False
1544.6,1,-240,1,BPo,978279,4024,-462.5,True
1545.2,1,-240,2,OPA_SUMo,1072044,629,1404.9,True
1545.9,1,-240,3,SUMo,1094703,114,1856.2,True
1546.5,1,-240,4,LPo,721454,133,-5577.3,False
1557.2,1,-240,0,PGAgain,871200,10833,-2595.0,False
1557.8,1,-240,1,BPo,978279,3471,-462.5,True
1558.5,1,-240,2,OPA_SUMo,1071681,953,1397.7,True
1559.1,1,-240,3,SUMo,1094665,114,1855.4,True
1559.8,1,-240,4,LPo,721435,152,-5577.7,False
1662.1,2,-120,0,PGAgain,871105,12855,-2596.9,False
1662.8,2,-120,1,BPo,979366,2956,-440.8,True
1663.4,2,-120,2,OPA_SUMo,1096115,133,1884.3,True
1664.1,2,-120,3,SUMo,1094741,95,1857.0,True
1664.7,2,-120,4,LPo,721454,114,-5577.3,False
1675.4,2,-120,0,PGAgain,871849,12111,-2582.1,False
1676.0,2,-120,1,BPo,978641,4062,-455.3,True
1676.7,2,-120,2,OPA_SUMo,1096134,114,1884.7,True
1677.3,2,-120,3,SUMo,1094703,95,1856.2,True
1678.0,2,-120,4,LPo,721454,114,-5577.3,False
1688.6,2,-120,0,PGAgain,870571,13446,-2607.5,False
1689.3,2,-120,1,BPo,978851,3681,-451.1,True
1689.9,2,-120,2,OPA_SUMo,1096115,114,1884.3,True
1690.6,2,-120,3,SUMo,1094703,133,1856.2,True
1691.2,2,-120,4,LPo,721473,209,-5576.9,False
1701.9,2,-120,0,PGAgain,871353,13465,-2592.0,False
1702.5,2,-120,1,BPo,978908,3757,-449.9,True
1703.2,2,-120,2,OPA_SUMo,1096096,133,1883.9,True
1703.8,2,-120,3,SUMo,1094703,133,1856.2,True
1704.5,2,-120,4,LPo,721473,171,-5576.9,False
1715.1,2,-120,0,PGAgain,871620,14190,-2586.7,False
1715.8,2,-120,1,BPo,978889,3147,-450.3,True
1716.4,2,-120,2,OPA_SUMo,1096076,95,1883.5,True
1717.1,2,-120,3,SUMo,1094703,114,1856.2,True
