t_s,bloque,pgaout,idac0,idac1,idac2,idac3,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido,clavado
259.04,vigilancia,4,11,-53,-247,0,3,SUMo,746974,2555,-5069.1,False,False
259.69,vigilancia,4,11,-53,-247,0,4,LPo,731754,152,-5372.2,False,True
270.34,vigilancia,4,11,-53,-247,0,0,PGAgain,973873,10375,-550.2,True,False
270.99,vigilancia,4,11,-53,-247,0,1,BPo,983581,4119,-356.9,True,False
271.64,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,744113,1621,-5126.0,False,False
272.29,vigilancia,4,11,-53,-247,0,3,SUMo,745086,2174,-5106.7,False,False
272.93,vigilancia,4,11,-53,-247,0,4,LPo,731697,171,-5373.3,False,True
283.57,vigilancia,4,11,-53,-247,0,0,PGAgain,973777,10166,-552.1,True,False
284.23,vigilancia,4,11,-53,-247,0,1,BPo,984325,2479,-342.1,True,False
284.88,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743598,1792,-5136.3,False,False
285.52,vigilancia,4,11,-53,-247,0,3,SUMo,744037,1850,-5127.6,False,False
286.18,vigilancia,4,11,-53,-247,0,4,LPo,731697,190,-5373.3,False,True
296.83,vigilancia,4,11,-53,-247,0,0,PGAgain,973834,10261,-551.0,True,False
297.48,vigilancia,4,11,-53,-247,0,1,BPo,984497,3204,-338.6,True,False
298.13,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742988,1945,-5148.4,False,False
298.78,vigilancia,4,11,-53,-247,0,3,SUMo,743484,2288,-5138.6,False,False
299.43,vigilancia,4,11,-53,-247,0,4,LPo,735549,5722,-5296.6,False,False
310.08,vigilancia,4,11,-53,-247,0,0,PGAgain,974254,11024,-542.6,True,False
310.73,vigilancia,4,11,-53,-247,0,1,BPo,984649,4348,-335.6,True,False
311.38,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742835,1831,-5151.5,False,False
312.03,vigilancia,4,11,-53,-247,0,3,SUMo,743637,1831,-5135.5,False,False
312.68,vigilancia,4,11,-53,-247,0,4,LPo,736732,5130,-5273.0,False,False
323.34,vigilancia,4,11,-53,-247,0,0,PGAgain,974121,11119,-545.3,True,False
323.99,vigilancia,4,11,-53,-247,0,1,BPo,984230,3910,-343.9,True,False
324.64,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742664,2250,-5154.9,False,False
325.29,vigilancia,4,11,-53,-247,0,3,SUMo,743408,1697,-5140.1,False,False
325.94,vigilancia,4,11,-53,-247,0,4,LPo,737991,4787,-5248.0,False,False
336.59,vigilancia,4,11,-53,-247,0,0,PGAgain,973834,10604,-551.0,True,False
337.24,vigilancia,4,11,-53,-247,0,1,BPo,984497,4653,-338.6,True,False
337.89,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742416,2269,-5159.8,False,False
338.54,vigilancia,4,11,-53,-247,0,3,SUMo,743198,2689,-5144.3,False,False
339.17,vigilancia,4,11,-53,-247,0,4,LPo,739402,5798,-5219.9,False,False
349.82,vigilancia,4,11,-53,-247,0,0,PGAgain,974159,11672,-544.5,True,False
350.47,vigilancia,4,11,-53,-247,0,1,BPo,984401,4100,-340.5,True,False
351.13,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742416,2079,-5159.8,False,False
351.78,vigilancia,4,11,-53,-247,0,3,SUMo,743045,1926,-5147.3,False,False
352.43,vigilancia,4,11,-53,-247,0,4,LPo,740947,5187,-5189.1,False,False
363.08,vigilancia,4,11,-53,-247,0,0,PGAgain,974617,10890,-535.4,True,False
363.73,vigilancia,4,11,-53,-247,0,1,BPo,984382,4501,-340.9,True,False
364.38,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742549,2651,-5157.2,False,False
365.03,vigilancia,4,11,-53,-247,0,3,SUMo,743484,2136,-5138.6,False,False
365.68,vigilancia,4,11,-53,-247,0,4,LPo,741291,6008,-5182.2,False,False
376.33,vigilancia,4,11,-53,-247,0,0,PGAgain,973930,11177,-549.1,True,False
376.97,vigilancia,4,11,-53,-247,0,1,BPo,983867,4692,-351.2,True,False
377.62,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742454,2212,-5159.1,False,False
378.27,vigilancia,4,11,-53,-247,0,3,SUMo,743179,2040,-5144.6,False,False
378.93,vigilancia,4,11,-53,-247,0,4,LPo,741462,5588,-5178.8,False,False
389.58,vigilancia,4,11,-53,-247,0,0,PGAgain,973682,11119,-554.0,True,False
393.18,vigilancia,4,11,-53,-247,0,1,BPo,984230,4444,-343.9,True,False
394.61,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,746822,2155,-5072.1,False,False
395.26,vigilancia,4,11,-53,-247,0,3,SUMo,747585,1735,-5056.9,False,False
395.91,vigilancia,4,11,-53,-247,0,4,LPo,731697,133,-5373.3,False,True
406.55,vigilancia,4,11,-53,-247,0,0,PGAgain,973796,11501,-551.7,True,False
408.69,vigilancia,4,11,-53,-247,0,1,BPo,983534,3862,-357.8,True,False
411.22,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,748939,2031,-5029.9,False,False
412.16,vigilancia,4,11,-53,-247,0,3,SUMo,749721,1621,-5014.4,False,False
412.81,vigilancia,4,11,-53,-247,0,4,LPo,731735,133,-5372.6,False,True
423.46,vigilancia,4,11,-53,-247,0,0,PGAgain,973491,11348,-557.8,True,False
425.58,vigilancia,4,11,-53,-247,0,1,BPo,983352,3213,-361.4,True,False
428.12,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,749931,1821,-5010.2,False,False
429.05,vigilancia,4,11,-53,-247,0,3,SUMo,750370,2765,-5001.4,False,False
429.70,vigilancia,4,11,-53,-247,0,4,LPo,731716,114,-5372.9,False,True
440.36,vigilancia,4,11,-53,-247,0,0,PGAgain,974063,10185,-546.4,True,False
441.01,vigilancia,4,11,-53,-247,0,1,BPo,983333,3223,-361.8,True,False
444.74,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,750198,3147,-5004.9,False,False
446.00,vigilancia,4,11,-53,-247,0,3,SUMo,750541,1773,-4998.0,False,False
446.66,vigilancia,4,11,-53,-247,0,4,LPo,731658,209,-5374.1,False,True
457.31,vigilancia,4,11,-53,-247,0,0,PGAgain,974140,10547,-544.9,True,False
457.96,vigilancia,4,11,-53,-247,0,1,BPo,983104,3719,-366.4,True,False
458.60,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,746402,2231,-5080.5,False,False
459.25,vigilancia,4,11,-53,-247,0,3,SUMo,747184,1564,-5064.9,False,False
459.90,vigilancia,4,11,-53,-247,0,4,LPo,731716,171,-5372.9,False,True
470.55,vigilancia,4,11,-53,-247,0,0,PGAgain,973701,10967,-553.6,True,False
471.20,vigilancia,4,11,-53,-247,0,1,BPo,983619,3433,-356.1,True,False
471.86,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,744819,2651,-5112.0,False,False
472.50,vigilancia,4,11,-53,-247,0,3,SUMo,745353,2059,-5101.3,False,False
473.15,vigilancia,4,11,-53,-247,0,4,LPo,737686,5092,-5254.0,False,False
483.80,vigilancia,4,11,-53,-247,0,0,PGAgain,973796,10128,-551.7,True,False
484.44,vigilancia,4,11,-53,-247,0,1,BPo,984592,3623,-336.7,True,False
485.09,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743598,2040,-5136.3,False,False
485.74,vigilancia,4,11,-53,-247,0,3,SUMo,744495,1926,-5118.4,False,False
486.39,vigilancia,4,11,-53,-247,0,4,LPo,743026,5493,-5147.7,False,False
497.04,vigilancia,4,11,-53,-247,0,0,PGAgain,974388,10910,-540.0,True,False
497.69,vigilancia,4,11,-53,-247,0,1,BPo,984325,4482,-342.1,True,False
498.33,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743408,2136,-5140.1,False,False
498.98,vigilancia,4,11,-53,-247,0,3,SUMo,744323,2918,-5121.9,False,False
499.63,vigilancia,4,11,-53,-247,0,4,LPo,744686,5474,-5114.6,False,False
510.28,vigilancia,4,11,-53,-247,0,0,PGAgain,973491,11043,-557.8,True,False
510.92,vigilancia,4,11,-53,-247,0,1,BPo,983715,4253,-354.2,True,False
511.56,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743179,2441,-5144.6,False,False
512.21,vigilancia,4,11,-53,-247,0,3,SUMo,743732,1716,-5133.6,False,False
512.87,vigilancia,4,11,-53,-247,0,4,LPo,746936,5016,-5069.8,False,False
523.52,vigilancia,4,11,-53,-247,0,0,PGAgain,973949,11730,-548.7,True,False
524.17,vigilancia,4,11,-53,-247,0,1,BPo,984210,3852,-344.3,True,False
524.82,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743160,2136,-5145.0,False,False
525.47,vigilancia,4,11,-53,-247,0,3,SUMo,743694,2231,-5134.4,False,False
526.12,vigilancia,4,11,-53,-247,0,4,LPo,748043,5245,-5047.8,False,False
536.77,vigilancia,4,11,-53,-247,0,0,PGAgain,974636,9937,-535.0,True,False
537.41,vigilancia,4,11,-53,-247,0,1,BPo,984592,4024,-336.7,True,False
538.06,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,742816,2098,-5151.9,False,False
538.71,vigilancia,4,11,-53,-247,0,3,SUMo,743865,2040,-5131.0,False,False
539.36,vigilancia,4,11,-53,-247,0,4,LPo,749320,6008,-5022.3,False,False
550.01,vigilancia,4,11,-53,-247,0,0,PGAgain,974292,11043,-541.9,True,False
550.66,vigilancia,4,11,-53,-247,0,1,BPo,984153,3890,-345.5,True,False
551.31,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743045,1831,-5147.3,False,False
551.95,vigilancia,4,11,-53,-247,0,3,SUMo,743885,1449,-5130.6,False,False
552.60,vigilancia,4,11,-53,-247,0,4,LPo,749073,5855,-5027.3,False,False
563.25,vigilancia,4,11,-53,-247,0,0,PGAgain,973281,10890,-562.0,True,False
563.90,vigilancia,4,11,-53,-247,0,1,BPo,983943,3814,-349.7,True,False
564.55,vigilancia,4,11,-53,-247,0,2,OPA_SUMo,743255,2098,-5143.1,False,False
565.19,vigilancia,4,11,-53,-247,0,3,SUMo,743751,1583,-5133.3,False,False
565.82,vigilancia,4,11,-53,-247,0,4,LPo,749645,5569,-5015.9,False,False
