t_s,ciclo,ganancia,ch,tap,banco_uv,pp_uv,real_mv_vs_vref,valido,clavado,codigos
17230.9,282,2,2,OPA_SUMo,1063384,686,1232.5,True,False,"11,-30,0,0"
17231.6,282,2,3,SUMo,1083573,104,1634.5,True,True,"11,-30,0,0"
17232.2,282,2,4,LPo,710954,133,-5786.4,False,True,"11,-30,0,0"
17241.0,282,4,0,PGAgain,933723,3623,-1349.8,True,False,"11,-30,0,0"
17241.9,282,4,1,BPo,980910,3480,-410.1,True,False,"11,-30,0,0"
17242.5,282,4,2,OPA_SUMo,1094636,734,1854.9,True,False,"11,-30,0,0"
17243.1,282,4,3,SUMo,1093864,104,1839.5,True,True,"11,-30,0,0"
17243.7,282,4,4,LPo,720834,142,-5589.7,False,True,"11,-30,0,0"
17248.8,282,8,0,PGAgain,957746,2927,-871.4,True,False,"11,-30,0,0"
17249.5,282,8,1,BPo,970410,4291,-619.2,True,False,"11,-30,0,0"
17250.1,282,8,2,OPA_SUMo,1097259,676,1907.1,True,False,"11,-30,0,0"
17250.8,282,8,3,SUMo,1099128,114,1944.3,True,True,"11,-30,0,0"
17255.1,282,8,4,LPo,725917,190,-5488.4,False,True,"11,-30,0,0"
17260.4,282,16,0,PGAgain,969343,3032,-640.4,True,False,"11,-30,0,0"
17261.1,282,16,1,BPo,968951,2956,-648.2,True,False,"11,-30,0,0"
17261.7,282,16,2,OPA_SUMo,1083774,648,1638.5,True,False,"11,-30,0,0"
17262.3,282,16,3,SUMo,1101818,123,1997.9,True,True,"11,-30,0,0"
17263.0,282,16,4,LPo,728492,199,-5437.1,False,True,"11,-30,0,0"
17268.1,282,24,0,PGAgain,965623,2717,-714.5,True,False,"11,-30,0,0"
17268.7,282,24,1,BPo,973262,3518,-562.4,True,False,"11,-30,0,0"
17269.3,282,24,2,OPA_SUMo,1073703,915,1438.0,True,False,"11,-30,0,0"
17270.0,282,24,3,SUMo,1100749,104,1976.6,True,True,"11,-30,0,0"
17270.6,282,24,4,LPo,727452,199,-5457.9,False,True,"11,-30,0,0"
17275.7,282,32,0,PGAgain,968503,2679,-657.2,True,False,"11,-30,0,0"
17276.3,282,32,1,BPo,972652,3690,-574.5,True,False,"11,-30,0,0"
17277.0,282,32,2,OPA_SUMo,1066913,752,1302.7,True,False,"11,-30,0,0"
17277.6,282,32,3,SUMo,1101636,142,1994.3,True,True,"11,-30,0,0"
17278.2,282,32,4,LPo,728359,190,-5439.8,False,True,"11,-30,0,0"
17287.0,282,50,0,PGAgain,966320,2402,-700.6,True,False,"11,-30,0,0"
17287.8,282,50,1,BPo,977668,2822,-474.6,True,False,"11,-30,0,0"
17288.5,282,50,2,OPA_SUMo,1058568,514,1136.5,True,False,"11,-30,0,0"
17289.1,282,50,3,SUMo,1100911,123,1979.8,True,True,"11,-30,0,0"
17289.7,282,50,4,LPo,727643,123,-5454.1,False,True,"11,-30,0,0"
17294.8,283,1,0,PGAgain,979633,2355,-435.5,True,False,"11,-30,0,0"
17295.4,283,1,1,BPo,972394,5731,-579.7,True,False,"11,-30,0,0"
17296.1,283,1,2,OPA_SUMo,1053056,810,1026.8,True,False,"11,-30,0,0"
17300.4,283,1,3,SUMo,1050099,724,967.9,True,False,"11,-30,0,0"
17301.3,283,1,4,LPo,731381,228,-5379.6,False,True,"11,-30,0,0"
17306.4,283,2,0,PGAgain,860767,4424,-2802.8,False,False,"11,-30,0,0"
17307.0,283,2,1,BPo,1011981,3308,208.7,True,False,"11,-30,0,0"
17307.6,283,2,2,OPA_SUMo,1057729,934,1119.8,True,False,"11,-30,0,0"
17308.3,283,2,3,SUMo,1083535,104,1633.8,True,True,"11,-30,0,0"
17308.9,283,2,4,LPo,710926,161,-5787.0,False,True,"11,-30,0,0"
17317.7,283,4,0,PGAgain,934104,3061,-1342.2,True,False,"11,-30,0,0"
17318.5,283,4,1,BPo,982389,2107,-380.6,True,False,"11,-30,0,0"
17319.2,283,4,2,OPA_SUMo,1091270,524,1787.8,True,False,"11,-30,0,0"
17319.8,283,4,3,SUMo,1093873,123,1839.7,True,True,"11,-30,0,0"
17320.5,283,4,4,LPo,720825,123,-5589.8,False,True,"11,-30,0,0"
17325.5,283,8,0,PGAgain,958595,2288,-854.5,True,False,"11,-30,0,0"
17326.2,283,8,1,BPo,970696,2765,-613.5,True,False,"11,-30,0,0"
17326.8,283,8,2,OPA_SUMo,1093225,657,1826.8,True,False,"11,-30,0,0"
17327.5,283,8,3,SUMo,1099147,95,1944.7,True,True,"11,-30,0,0"
17328.1,283,8,4,LPo,725888,190,-5489.0,False,True,"11,-30,0,0"
17333.2,283,16,0,PGAgain,969486,2507,-637.6,True,False,"11,-30,0,0"
17333.8,283,16,1,BPo,968599,2717,-655.2,True,False,"11,-30,0,0"
17334.5,283,16,2,OPA_SUMo,1084375,781,1650.5,True,False,"11,-30,0,0"
17335.1,283,16,3,SUMo,1101808,114,1997.7,True,True,"11,-30,0,0"
17335.7,283,16,4,LPo,728492,190,-5437.1,False,True,"11,-30,0,0"
17340.8,283,24,0,PGAgain,965394,1811,-719.1,True,False,"11,-30,0,0"
17341.5,283,24,1,BPo,972852,3499,-570.5,True,False,"11,-30,0,0"
17342.2,283,24,2,OPA_SUMo,1074065,572,1445.2,True,False,"11,-30,0,0"
17342.8,283,24,3,SUMo,1100739,95,1976.4,True,True,"11,-30,0,0"
17343.5,283,24,4,LPo,727509,171,-5456.7,False,True,"11,-30,0,0"
17348.5,283,32,0,PGAgain,968780,2097,-651.6,True,False,"11,-30,0,0"
17349.2,283,32,1,BPo,972804,2527,-571.5,True,False,"11,-30,0,0"
17349.8,283,32,2,OPA_SUMo,1067170,476,1307.9,True,False,"11,-30,0,0"
17350.5,283,32,3,SUMo,1101627,104,1994.1,True,True,"11,-30,0,0"
17351.1,283,32,4,LPo,728368,161,-5439.6,False,True,"11,-30,0,0"
17356.2,283,50,0,PGAgain,966453,2164,-698.0,True,False,"11,-30,0,0"
17356.8,283,50,1,BPo,976867,3099,-490.6,True,False,"11,-30,0,0"
17357.5,283,50,2,OPA_SUMo,1061153,638,1188.0,True,False,"11,-30,0,0"
17361.8,283,50,3,SUMo,1100902,133,1979.7,True,True,"11,-30,0,0"
17362.6,283,50,4,LPo,727681,133,-5453.3,False,True,"11,-30,0,0"
17367.7,284,1,0,PGAgain,979652,2822,-435.1,True,False,"11,-30,0,0"
17368.4,284,1,1,BPo,971775,3223,-592.0,True,False,"11,-30,0,0"
17369.0,284,1,2,OPA_SUMo,1055183,734,1069.1,True,False,"11,-30,0,0"
17369.6,284,1,3,SUMo,1053943,839,1044.4,True,False,"11,-30,0,0"
17370.3,284,1,4,LPo,731410,161,-5379.0,False,True,"11,-30,0,0"
17375.4,284,2,0,PGAgain,859536,6904,-2827.3,False,False,"11,-30,0,0"
17376.0,284,2,1,BPo,1010388,3671,177.0,True,False,"11,-30,0,0"
17376.6,284,2,2,OPA_SUMo,1062736,571,1219.6,True,False,"11,-30,0,0"
17377.3,284,2,3,SUMo,1083554,123,1634.2,True,True,"11,-30,0,0"
17377.9,284,2,4,LPo,710916,152,-5787.2,False,True,"11,-30,0,0"
17383.0,284,4,0,PGAgain,934352,4071,-1337.3,True,False,"11,-30,0,0"
17383.7,284,4,1,BPo,982446,2851,-379.5,True,False,"11,-30,0,0"
17384.3,284,4,2,OPA_SUMo,1091661,629,1795.6,True,False,"11,-30,0,0"
17384.9,284,4,3,SUMo,1093902,104,1840.3,True,True,"11,-30,0,0"
17385.6,284,4,4,LPo,720777,171,-5590.8,False,True,"11,-30,0,0"
17390.7,284,8,0,PGAgain,958318,3004,-860.0,True,False,"11,-30,0,0"
17391.3,284,8,1,BPo,971269,3709,-602.1,True,False,"11,-30,0,0"
17391.9,284,8,2,OPA_SUMo,1093587,839,1834.0,True,False,"11,-30,0,0"
17392.5,284,8,3,SUMo,1099137,123,1944.5,True,True,"11,-30,0,0"
17393.2,284,8,4,LPo,725955,180,-5487.7,False,True,"11,-30,0,0"
17398.3,284,16,0,PGAgain,969381,2880,-639.7,True,False,"11,-30,0,0"
17398.9,284,16,1,BPo,968122,3099,-664.7,True,False,"11,-30,0,0"
17399.5,284,16,2,OPA_SUMo,1084604,791,1655.1,True,False,"11,-30,0,0"
17400.2,284,16,3,SUMo,1101827,95,1998.1,True,True,"11,-30,0,0"
17400.8,284,16,4,LPo,728444,180,-5438.1,False,True,"11,-30,0,0"
17409.5,284,24,0,PGAgain,965098,2584,-725.0,True,False,"11,-30,0,0"
17410.4,284,24,1,BPo,973815,3146,-551.4,True,False,"11,-30,0,0"
17411.1,284,24,2,OPA_SUMo,1070575,581,1375.7,True,False,"11,-30,0,0"
17411.7,284,24,3,SUMo,1100768,123,1977.0,True,True,"11,-30,0,0"
17412.3,284,24,4,LPo,727548,123,-5455.9,False,True,"11,-30,0,0"
17417.4,284,32,0,PGAgain,968617,2746,-654.9,True,False,"11,-30,0,0"
17418.1,284,32,1,BPo,973605,3433,-555.5,True,False,"11,-30,0,0"
17418.7,284,32,2,OPA_SUMo,1064376,657,1252.2,True,False,"11,-30,0,0"
17419.4,284,32,3,SUMo,1101665,104,1994.9,True,True,"11,-30,0,0"
17420.0,284,32,4,LPo,728359,190,-5439.8,False,True,"11,-30,0,0"
17425.1,284,50,0,PGAgain,966424,3032,-698.6,True,False,"11,-30,0,0"
17425.7,284,50,1,BPo,977525,3576,-477.5,True,False,"11,-30,0,0"
17426.4,284,50,2,OPA_SUMo,1058998,657,1145.1,True,False,"11,-30,0,0"
17427.0,284,50,3,SUMo,1100921,104,1980.0,True,True,"11,-30,0,0"
17427.6,284,50,4,LPo,727653,142,-5453.9,False,True,"11,-30,0,0"
17432.7,285,1,0,PGAgain,979652,2040,-435.1,True,False,"11,-30,0,0"
17433.4,285,1,1,BPo,972261,2898,-582.3,True,False,"11,-30,0,0"
17434.0,285,1,2,OPA_SUMo,1053476,810,1035.1,True,False,"11,-30,0,0"
17438.3,285,1,3,SUMo,1048745,514,940.9,True,False,"11,-30,0,0"
17439.2,285,1,4,LPo,731401,152,-5379.2,False,True,"11,-30,0,0"
17444.3,285,2,0,PGAgain,860519,4739,-2807.7,False,False,"11,-30,0,0"
17444.9,285,2,1,BPo,1011314,2393,195.5,True,False,"11,-30,0,0"
17445.5,285,2,2,OPA_SUMo,1058130,409,1127.8,True,False,"11,-30,0,0"
17446.2,285,2,3,SUMo,1083554,95,1634.2,True,True,"11,-30,0,0"
17446.8,285,2,4,LPo,710935,171,-5786.8,False,True,"11,-30,0,0"
17451.9,285,4,0,PGAgain,934209,3261,-1340.1,True,False,"11,-30,0,0"
17452.5,285,4,1,BPo,983343,3318,-361.6,True,False,"11,-30,0,0"
17453.2,285,4,2,OPA_SUMo,1088132,677,1725.3,True,False,"11,-30,0,0"
17453.8,285,4,3,SUMo,1093883,95,1839.9,True,True,"11,-30,0,0"
17454.5,285,4,4,LPo,720844,104,-5589.5,False,True,"11,-30,0,0"
17459.6,285,8,0,PGAgain,958289,2889,-860.6,True,False,"11,-30,0,0"
17460.2,285,8,1,BPo,971879,2345,-589.9,True,False,"11,-30,0,0"
17460.8,285,8,2,OPA_SUMo,1090859,829,1779.6,True,False,"11,-30,0,0"
17461.5,285,8,3,SUMo,1099118,85,1944.1,True,True,"11,-30,0,0"
17462.1,285,8,4,LPo,725946,171,-5487.9,False,True,"11,-30,0,0"
17467.2,285,16,0,PGAgain,969466,1773,-638.0,True,False,"11,-30,0,0"
17467.8,285,16,1,BPo,969018,2583,-646.9,True,False,"11,-30,0,0"
17468.5,285,16,2,OPA_SUMo,1082515,705,1613.5,True,False,"11,-30,0,0"
17469.1,285,16,3,SUMo,1101808,114,1997.7,True,True,"11,-30,0,0"
17469.7,285,16,4,LPo,728473,114,-5437.5,False,True,"11,-30,0,0"
17474.8,285,24,0,PGAgain,965375,2622,-719.5,True,False,"11,-30,0,0"
17475.5,285,24,1,BPo,973634,3919,-555.0,True,False,"11,-30,0,0"
17476.1,285,24,2,OPA_SUMo,1072845,457,1420.9,True,False,"11,-30,0,0"
17476.8,285,24,3,SUMo,1100730,85,1976.2,True,True,"11,-30,0,0"
17477.4,285,24,4,LPo,727462,161,-5457.7,False,True,"11,-30,0,0"
17482.5,285,32,0,PGAgain,968685,2145,-653.5,True,False,"11,-30,0,0"
17483.1,285,32,1,BPo,973157,3079,-564.5,True,False,"11,-30,0,0"
17483.8,285,32,2,OPA_SUMo,1066159,810,1287.7,True,False,"11,-30,0,0"
17484.4,285,32,3,SUMo,1101608,104,1993.7,True,True,"11,-30,0,0"
17485.1,285,32,4,LPo,728359,161,-5439.8,False,True,"11,-30,0,0"
17490.1,285,50,0,PGAgain,966195,2279,-703.1,True,False,"11,-30,0,0"
17490.8,285,50,1,BPo,977554,3547,-476.9,True,False,"11,-30,0,0"
17491.4,285,50,2,OPA_SUMo,1060266,724,1170.4,True,False,"11,-30,0,0"
17492.1,285,50,3,SUMo,1100864,104,1978.9,True,True,"11,-30,0,0"
17492.7,285,50,4,LPo,727557,228,-5455.8,False,True,"11,-30,0,0"
17501.4,286,1,0,PGAgain,978946,2450,-449.2,True,False,"11,-30,0,0"
17502.3,286,1,1,BPo,973730,2898,-553.1,True,False,"11,-30,0,0"
17502.9,286,1,2,OPA_SUMo,1048469,581,935.4,True,False,"11,-30,0,0"
17503.6,286,1,3,SUMo,1047468,514,915.5,True,False,"11,-30,0,0"
17504.2,286,1,4,LPo,731391,190,-5379.4,False,True,"11,-30,0,0"
17509.3,286,2,0,PGAgain,859832,6427,-2821.4,False,False,"11,-30,0,0"
17509.9,286,2,1,BPo,1011667,3709,202.5,True,False,"11,-30,0,0"
17510.6,286,2,2,OPA_SUMo,1057176,734,1108.8,True,False,"11,-30,0,0"
17511.2,286,2,3,SUMo,1083535,133,1633.8,True,True,"11,-30,0,0"
17511.8,286,2,4,LPo,710868,152,-5788.1,False,True,"11,-30,0,0"
17516.9,286,4,0,PGAgain,934629,3919,-1331.8,True,False,"11,-30,0,0"
17517.6,286,4,1,BPo,983533,3642,-357.8,True,False,"11,-30,0,0"
17518.2,286,4,2,OPA_SUMo,1087426,991,1711.3,True,False,"11,-30,0,0"
17518.9,286,4,3,SUMo,1093864,104,1839.5,True,True,"11,-30,0,0"
17519.5,286,4,4,LPo,720844,152,-5589.5,False,True,"11,-30,0,0"
17524.6,286,8,0,PGAgain,958232,2746,-861.7,True,False,"11,-30,0,0"
17525.2,286,8,1,BPo,971765,6236,-592.2,True,False,"11,-30,0,0"
17525.9,286,8,2,OPA_SUMo,1090278,696,1768.1,True,False,"11,-30,0,0"
17526.5,286,8,3,SUMo,1099128,114,1944.3,True,True,"11,-30,0,0"
17530.8,286,8,4,LPo,725850,199,-5489.8,False,True,"11,-30,0,0"
17536.2,286,16,0,PGAgain,969256,2650,-642.2,True,False,"11,-30,0,0"
17536.8,286,16,1,BPo,970096,3261,-625.4,True,False,"11,-30,0,0"
17537.4,286,16,2,OPA_SUMo,1079168,724,1546.8,True,False,"11,-30,0,0"
17538.1,286,16,3,SUMo,1101769,85,1996.9,True,True,"11,-30,0,0"
17538.7,286,16,4,LPo,728416,152,-5438.7,False,True,"11,-30,0,0"
17543.8,286,24,0,PGAgain,965595,2708,-715.1,True,False,"11,-30,0,0"
17544.4,286,24,1,BPo,974464,5521,-538.4,True,False,"11,-30,0,0"
17545.1,286,24,2,OPA_SUMo,1070327,619,1370.7,True,False,"11,-30,0,0"
17545.7,286,24,3,SUMo,1100739,114,1976.4,True,True,"11,-30,0,0"
17546.4,286,24,4,LPo,727433,199,-5458.2,False,True,"11,-30,0,0"
17551.5,286,32,0,PGAgain,968484,2193,-657.5,True,False,"11,-30,0,0"
17552.1,286,32,1,BPo,973939,2517,-548.9,True,False,"11,-30,0,0"
17552.7,286,32,2,OPA_SUMo,1064309,667,1250.9,True,False,"11,-30,0,0"
17553.4,286,32,3,SUMo,1101598,104,1993.5,True,True,"11,-30,0,0"
17554.0,286,32,4,LPo,728330,209,-5440.4,False,True,"11,-30,0,0"
17559.1,286,50,0,PGAgain,966205,1668,-702.9,True,False,"11,-30,0,0"
17559.8,286,50,1,BPo,977821,2689,-471.6,True,False,"11,-30,0,0"
17560.4,286,50,2,OPA_SUMo,1058978,619,1144.7,True,False,"11,-30,0,0"
17561.0,286,50,3,SUMo,1100902,123,1979.7,True,True,"11,-30,0,0"
17561.7,286,50,4,LPo,727634,180,-5454.2,False,True,"11,-30,0,0"
17566.8,287,1,0,PGAgain,979775,1783,-432.7,True,False,"11,-30,0,0"
17567.4,287,1,1,BPo,972881,2145,-570.0,True,False,"11,-30,0,0"
17568.1,287,1,2,OPA_SUMo,1053552,428,1036.7,True,False,"11,-30,0,0"
17568.7,287,1,3,SUMo,1052398,448,1013.7,True,False,"11,-30,0,0"
17569.3,287,1,4,LPo,731305,199,-5381.1,False,True,"11,-30,0,0"
17574.4,287,2,0,PGAgain,859117,4548,-2835.7,False,False,"11,-30,0,0"
17575.1,287,2,1,BPo,1009941,2813,168.1,True,False,"11,-30,0,0"
17575.7,287,2,2,OPA_SUMo,1061449,762,1193.9,True,False,"11,-30,0,0"
17576.3,287,2,3,SUMo,1083583,123,1634.7,True,True,"11,-30,0,0"
17577.0,287,2,4,LPo,710916,123,-5787.2,False,True,"11,-30,0,0"
17582.1,287,4,0,PGAgain,934552,3489,-1333.3,True,False,"11,-30,0,0"
17582.7,287,4,1,BPo,982541,3051,-377.6,True,False,"11,-30,0,0"
17583.3,287,4,2,OPA_SUMo,1090736,772,1777.2,True,False,"11,-30,0,0"
17584.0,287,4,3,SUMo,1093883,85,1839.9,True,True,"11,-30,0,0"
17584.6,287,4,4,LPo,720853,133,-5589.3,False,True,"11,-30,0,0"
17593.4,287,8,0,PGAgain,957459,2069,-877.1,True,False,"11,-30,0,0"
17594.3,287,8,1,BPo,972308,2688,-581.4,True,False,"11,-30,0,0"
17594.9,287,8,2,OPA_SUMo,1090392,752,1770.3,True,False,"11,-30,0,0"
17595.6,287,8,3,SUMo,1099175,123,1945.3,True,True,"11,-30,0,0"
17596.2,287,8,4,LPo,725945,190,-5487.9,False,True,"11,-30,0,0"
17601.3,287,16,0,PGAgain,969028,2727,-646.7,True,False,"11,-30,0,0"
17601.9,287,16,1,BPo,969190,3099,-643.5,True,False,"11,-30,0,0"
17602.5,287,16,2,OPA_SUMo,1082381,619,1610.8,True,False,"11,-30,0,0"
17603.2,287,16,3,SUMo,1101818,95,1997.9,True,True,"11,-30,0,0"
17603.8,287,16,4,LPo,728425,133,-5438.5,False,True,"11,-30,0,0"
17608.9,287,24,0,PGAgain,965461,2202,-717.7,True,False,"11,-30,0,0"
17609.5,287,24,1,BPo,973777,3118,-552.1,True,False,"11,-30,0,0"
17610.2,287,24,2,OPA_SUMo,1072778,791,1419.6,True,False,"11,-30,0,0"
17610.8,287,24,3,SUMo,1100711,104,1975.9,True,True,"11,-30,0,0"
17611.5,287,24,4,LPo,727481,142,-5457.3,False,True,"11,-30,0,0"
17616.6,287,32,0,PGAgain,968894,2374,-649.4,True,False,"11,-30,0,0"
17617.2,287,32,1,BPo,973376,4567,-560.1,True,False,"11,-30,0,0"
17617.9,287,32,2,OPA_SUMo,1066198,572,1288.5,True,False,"11,-30,0,0"
17618.5,287,32,3,SUMo,1101636,95,1994.3,True,True,"11,-30,0,0"
17619.1,287,32,4,LPo,728387,133,-5439.2,False,True,"11,-30,0,0"
17624.2,287,50,0,PGAgain,966195,2784,-703.1,True,False,"11,-30,0,0"
17624.9,287,50,1,BPo,976428,3413,-499.3,True,False,"11,-30,0,0"
17625.5,287,50,2,OPA_SUMo,1060361,524,1172.3,True,False,"11,-30,0,0"
17626.1,287,50,3,SUMo,1100902,123,1979.7,True,True,"11,-30,0,0"
17626.8,287,50,4,LPo,727662,152,-5453.7,False,True,"11,-30,0,0"
17631.9,288,1,0,PGAgain,980395,2259,-420.3,True,False,"11,-30,0,0"
17632.5,288,1,1,BPo,972632,3700,-574.9,True,False,"11,-30,0,0"
17633.1,288,1,2,OPA_SUMo,1054496,733,1055.5,True,False,"11,-30,0,0"
17633.8,288,1,3,SUMo,1053333,667,1032.3,True,False,"11,-30,0,0"
17638.1,288,1,4,LPo,731353,237,-5380.2,False,True,"11,-30,0,0"
17643.4,288,2,0,PGAgain,859002,5864,-2837.9,False,False,"11,-30,0,0"
17644.0,288,2,1,BPo,1010808,3203,185.4,True,False,"11,-30,0,0"
17644.7,288,2,2,OPA_SUMo,1058702,839,1139.2,True,False,"11,-30,0,0"
17645.3,288,2,3,SUMo,1083583,95,1634.7,True,True,"11,-30,0,0"
17645.9,288,2,4,LPo,710916,142,-5787.2,False,True,"11,-30,0,0"
17651.0,288,4,0,PGAgain,934114,4424,-1342.0,True,False,"11,-30,0,0"
17655.3,288,4,1,BPo,982045,3137,-387.5,True,False,"11,-30,0,0"
17656.2,288,4,2,OPA_SUMo,1093406,600,1830.4,True,False,"11,-30,0,0"
17656.8,288,4,3,SUMo,1093854,104,1839.3,True,True,"11,-30,0,0"
17657.5,288,4,4,LPo,720844,161,-5589.5,False,True,"11,-30,0,0"
17662.6,288,8,0,PGAgain,958423,2546,-857.9,True,False,"11,-30,0,0"
17663.2,288,8,1,BPo,970764,5082,-612.1,True,False,"11,-30,0,0"
17663.8,288,8,2,OPA_SUMo,1094979,791,1861.7,True,False,"11,-30,0,0"
17664.5,288,8,3,SUMo,1099156,104,1944.9,True,True,"11,-30,0,0"
17665.1,288,8,4,LPo,725898,152,-5488.8,False,True,"11,-30,0,0"
17670.2,288,16,0,PGAgain,968894,2555,-649.4,True,False,"11,-30,0,0"
17670.9,288,16,1,BPo,967960,3671,-668.0,True,False,"11,-30,0,0"
17671.5,288,16,2,OPA_SUMo,1085767,686,1678.2,True,False,"11,-30,0,0"
17672.1,288,16,3,SUMo,1101827,133,1998.1,True,True,"11,-30,0,0"
17672.8,288,16,4,LPo,728482,161,-5437.3,False,True,"11,-30,0,0"
17677.9,288,24,0,PGAgain,965909,2250,-708.8,True,False,"11,-30,0,0"
17678.5,288,24,1,BPo,972900,2889,-569.6,True,False,"11,-30,0,0"
17679.2,288,24,2,OPA_SUMo,1075296,591,1469.7,True,False,"11,-30,0,0"
17679.8,288,24,3,SUMo,1100759,104,1976.8,True,True,"11,-30,0,0"
17684.1,288,24,4,LPo,727481,199,-5457.3,False,True,"11,-30,0,0"
17689.4,288,32,0,PGAgain,968313,2603,-660.9,True,False,"11,-30,0,0"
17690.1,288,32,1,BPo,973815,2488,-551.4,True,False,"11,-30,0,0"
17690.7,288,32,2,OPA_SUMo,1066656,629,1297.6,True,False,"11,-30,0,0"
17691.4,288,32,3,SUMo,1101636,114,1994.3,True,True,"11,-30,0,0"
17692.0,288,32,4,LPo,728454,180,-5437.9,False,True,"11,-30,0,0"
17697.1,288,50,0,PGAgain,966167,2126,-703.7,True,False,"11,-30,0,0"
17697.8,288,50,1,BPo,976552,2107,-496.9,True,False,"11,-30,0,0"
17698.4,288,50,2,OPA_SUMo,1060761,676,1180.2,True,False,"11,-30,0,0"
17699.0,288,50,3,SUMo,1100883,85,1979.3,True,True,"11,-30,0,0"
17699.7,288,50,4,LPo,727596,228,-5455.0,False,True,"11,-30,0,0"
17704.7,289,1,0,PGAgain,980176,1640,-424.7,True,False,"11,-30,0,0"
17705.4,289,1,1,BPo,973033,2803,-566.9,True,False,"11,-30,0,0"
17706.1,289,1,2,OPA_SUMo,1054801,715,1061.5,True,False,"11,-30,0,0"
17706.7,289,1,3,SUMo,1053618,552,1038.0,True,False,"11,-30,0,0"
17707.3,289,1,4,LPo,731400,142,-5379.2,False,True,"11,-30,0,0"
17716.1,289,2,0,PGAgain,859079,5187,-2836.4,False,False,"11,-30,0,0"
17717.0,289,2,1,BPo,1004171,2889,53.2,True,False,"11,-30,0,0"
17717.6,289,2,2,OPA_SUMo,1083230,590,1627.7,True,False,"11,-30,0,0"
17718.3,289,2,3,SUMo,1083564,123,1634.4,True,True,"11,-30,0,0"
17718.9,289,2,4,LPo,710935,180,-5786.8,False,True,"11,-30,0,0"
17724.0,289,4,0,PGAgain,933952,4004,-1345.3,True,False,"11,-30,0,0"
17724.6,289,4,1,BPo,977286,2918,-482.2,True,False,"11,-30,0,0"
17725.3,289,4,2,OPA_SUMo,1095265,123,1867.4,True,True,"11,-30,0,0"
17725.9,289,4,3,SUMo,1093892,123,1840.1,True,True,"11,-30,0,0"
17730.3,289,4,4,LPo,720834,152,-5589.7,False,True,"11,-30,0,0"
17735.6,289,8,0,PGAgain,958557,2193,-855.2,True,False,"11,-30,0,0"
17736.3,289,8,1,BPo,968236,3585,-662.5,True,False,"11,-30,0,0"
17736.9,289,8,2,OPA_SUMo,1100301,495,1967.7,True,False,"11,-30,0,0"
17737.5,289,8,3,SUMo,1099185,114,1945.5,True,True,"11,-30,0,0"
17738.2,289,8,4,LPo,725917,142,-5488.4,False,True,"11,-30,0,0"
17743.3,289,16,0,PGAgain,968341,2813,-660.4,True,False,"11,-30,0,0"
17743.9,289,16,1,BPo,965241,3385,-722.1,True,False,"11,-30,0,0"
17744.6,289,16,2,OPA_SUMo,1094665,743,1855.4,True,False,"11,-30,0,0"
17745.2,289,16,3,SUMo,1101818,133,1997.9,True,True,"11,-30,0,0"
17745.9,289,16,4,LPo,728549,180,-5436.0,False,True,"11,-30,0,0"
17750.9,289,24,0,PGAgain,965604,2488,-714.9,True,False,"11,-30,0,0"
17751.6,289,24,1,BPo,970620,3366,-615.0,True,False,"11,-30,0,0"
17752.2,289,24,2,OPA_SUMo,1082238,552,1608.0,True,False,"11,-30,0,0"
17752.9,289,24,3,SUMo,1100739,95,1976.4,True,True,"11,-30,0,0"
17753.5,289,24,4,LPo,727529,171,-5456.3,False,True,"11,-30,0,0"
17758.6,289,32,0,PGAgain,968742,2698,-652.4,True,False,"11,-30,0,0"
17759.2,289,32,1,BPo,971908,4339,-589.3,True,False,"11,-30,0,0"
17759.9,289,32,2,OPA_SUMo,1073303,934,1430.0,True,False,"11,-30,0,0"
17760.5,289,32,3,SUMo,1101627,123,1994.1,True,True,"11,-30,0,0"
17761.2,289,32,4,LPo,728406,142,-5438.9,False,True,"11,-30,0,0"
17766.2,289,50,0,PGAgain,965366,2679,-719.6,True,False,"11,-30,0,0"
17766.9,289,50,1,BPo,974998,3738,-527.8,True,False,"11,-30,0,0"
17767.5,289,50,2,OPA_SUMo,1065979,686,1284.1,True,False,"11,-30,0,0"
17768.2,289,50,3,SUMo,1100911,95,1979.8,True,True,"11,-30,0,0"
17768.8,289,50,4,LPo,727605,171,-5454.8,False,True,"11,-30,0,0"
17777.6,290,1,0,PGAgain,980329,2679,-421.6,True,False,"11,-30,0,0"
17778.5,290,1,1,BPo,972690,3852,-573.8,True,False,"11,-30,0,0"
17779.1,290,1,2,OPA_SUMo,1053800,590,1041.6,True,False,"11,-30,0,0"
17779.8,290,1,3,SUMo,1052656,676,1018.8,True,False,"11,-30,0,0"
17780.4,290,1,4,LPo,731401,152,-5379.2,False,True,"11,-30,0,0"
17785.5,290,2,0,PGAgain,858316,5092,-2851.6,False,False,"11,-30,0,0"
17786.1,290,2,1,BPo,1010551,3080,180.3,True,False,"11,-30,0,0"
17786.8,290,2,2,OPA_SUMo,1061706,762,1199.0,True,False,"11,-30,0,0"
17787.4,290,2,3,SUMo,1083583,114,1634.7,True,True,"11,-30,0,0"
17788.0,290,2,4,LPo,710935,180,-5786.8,False,True,"11,-30,0,0"
17793.1,290,4,0,PGAgain,933656,3766,-1351.2,True,False,"11,-30,0,0"
17793.8,290,4,1,BPo,981712,3404,-394.1,True,False,"11,-30,0,0"
17794.4,290,4,2,OPA_SUMo,1090936,801,1781.2,True,False,"11,-30,0,0"
17795.1,290,4,3,SUMo,1093902,114,1840.3,True,True,"11,-30,0,0"
