t_s,bloque,idac2,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido
380.9,0,-210,3,SUMo,745983,190,-5088.8,False
381.5,0,-210,4,LPo,837345,1220,-3269.3,False
392.2,0,-210,0,PGAgain,995521,114,-119.1,True
392.8,0,-210,1,BPo,996551,343,-98.6,True
393.5,0,-210,2,OPA_SUMo,742092,190,-5166.3,False
394.1,0,-210,3,SUMo,746002,209,-5088.4,False
394.8,0,-210,4,LPo,837268,1335,-3270.8,False
405.4,0,-210,0,PGAgain,995483,95,-119.8,True
406.1,0,-210,1,BPo,996532,343,-98.9,True
406.7,0,-210,2,OPA_SUMo,742073,190,-5166.7,False
407.4,0,-210,3,SUMo,746002,171,-5088.4,False
408.0,0,-210,4,LPo,837230,1354,-3271.6,False
420.1,0,-210,0,PGAgain,995512,124,-119.3,True
422.7,0,-210,1,BPo,996551,410,-98.6,True
423.6,0,-210,2,OPA_SUMo,742053,171,-5167.1,False
424.2,0,-210,3,SUMo,745925,171,-5090.0,False
424.9,0,-210,4,LPo,837097,1277,-3274.2,False
435.5,0,-210,0,PGAgain,995502,114,-119.5,True
436.2,0,-210,1,BPo,996532,419,-98.9,True
436.8,0,-210,2,OPA_SUMo,742034,209,-5167.4,False
437.5,0,-210,3,SUMo,745983,190,-5088.8,False
438.1,0,-210,4,LPo,837039,1144,-3275.4,False
448.8,0,-210,0,PGAgain,995521,114,-119.1,True
449.4,0,-210,1,BPo,996551,305,-98.6,True
450.1,0,-210,2,OPA_SUMo,742092,190,-5166.3,False
450.7,0,-210,3,SUMo,746002,133,-5088.4,False
451.4,0,-210,4,LPo,836925,1182,-3277.6,False
462.0,0,-210,0,PGAgain,995502,95,-119.5,True
462.7,0,-210,1,BPo,996513,381,-99.3,True
463.3,0,-210,2,OPA_SUMo,742053,152,-5167.1,False
464.0,0,-210,3,SUMo,745964,209,-5089.2,False
464.6,0,-210,4,LPo,836868,1392,-3278.8,False
475.3,0,-210,0,PGAgain,995521,133,-119.1,True
475.9,0,-210,1,BPo,996551,400,-98.6,True
476.6,0,-210,2,OPA_SUMo,742073,190,-5166.7,False
477.2,0,-210,3,SUMo,745983,133,-5088.8,False
477.9,0,-210,4,LPo,836791,1316,-3280.3,False
491.5,0,-210,0,PGAgain,995464,114,-120.2,True
492.9,0,-210,1,BPo,996551,381,-98.6,True
493.6,0,-210,2,OPA_SUMo,742111,190,-5165.9,False
494.2,0,-210,3,SUMo,746021,171,-5088.0,False
494.9,0,-210,4,LPo,836715,1258,-3281.8,False
505.5,0,-210,0,PGAgain,995540,133,-118.7,True
506.2,0,-210,1,BPo,996551,362,-98.6,True
506.8,0,-210,2,OPA_SUMo,742092,228,-5166.3,False
507.5,0,-210,3,SUMo,745944,247,-5089.6,False
508.1,0,-210,4,LPo,836639,1373,-3283.3,False
518.8,0,-210,0,PGAgain,995521,133,-119.1,True
519.4,0,-210,1,BPo,996551,362,-98.6,True
520.1,0,-210,2,OPA_SUMo,742111,171,-5165.9,False
520.7,0,-210,3,SUMo,745983,190,-5088.8,False
521.4,0,-210,4,LPo,836486,1735,-3286.4,False
532.0,0,-210,0,PGAgain,995521,114,-119.1,True
532.7,0,-210,1,BPo,996608,438,-97.4,True
533.3,0,-210,2,OPA_SUMo,742092,190,-5166.3,False
534.0,0,-210,3,SUMo,746040,190,-5087.7,False
534.6,0,-210,4,LPo,836391,1258,-3288.3,False
545.3,0,-210,0,PGAgain,995502,133,-119.5,True
545.9,0,-210,1,BPo,996570,343,-98.2,True
546.6,0,-210,2,OPA_SUMo,742073,209,-5166.7,False
547.2,0,-210,3,SUMo,745983,152,-5088.8,False
547.9,0,-210,4,LPo,836372,1316,-3288.6,False
558.5,0,-210,0,PGAgain,995502,114,-119.5,True
559.2,0,-210,1,BPo,996513,400,-99.3,True
559.8,0,-210,2,OPA_SUMo,742092,133,-5166.3,False
560.5,0,-210,3,SUMo,745983,152,-5088.8,False
561.1,0,-210,4,LPo,836238,1239,-3291.3,False
571.8,0,-210,0,PGAgain,995521,114,-119.1,True
575.4,0,-210,1,BPo,996513,343,-99.3,True
576.8,0,-210,2,OPA_SUMo,742149,133,-5165.2,False
577.5,0,-210,3,SUMo,746021,133,-5088.0,False
578.1,0,-210,4,LPo,836181,1411,-3292.4,False
588.8,0,-210,0,PGAgain,995502,114,-119.5,True
589.4,0,-210,1,BPo,996551,381,-98.6,True
590.1,0,-210,2,OPA_SUMo,742053,133,-5167.1,False
590.7,0,-210,3,SUMo,745964,152,-5089.2,False
591.4,0,-210,4,LPo,836067,1277,-3294.7,False
602.0,0,-210,0,PGAgain,995483,95,-119.8,True
602.7,0,-210,1,BPo,996551,362,-98.6,True
603.3,0,-210,2,OPA_SUMo,742034,152,-5167.4,False
604.0,0,-210,3,SUMo,745944,171,-5089.6,False
604.6,0,-210,4,LPo,835971,1277,-3296.6,False
615.2,0,-210,0,PGAgain,995502,95,-119.5,True
615.9,0,-210,1,BPo,996551,343,-98.6,True
616.5,0,-210,2,OPA_SUMo,742034,228,-5167.4,False
617.2,0,-210,3,SUMo,745925,133,-5090.0,False
617.8,0,-210,4,LPo,835952,1296,-3297.0,False
628.5,0,-210,0,PGAgain,995502,95,-119.5,True
629.1,0,-210,1,BPo,996551,400,-98.6,True
629.8,0,-210,2,OPA_SUMo,742034,171,-5167.4,False
630.4,0,-210,3,SUMo,745925,228,-5090.0,False
631.1,0,-210,4,LPo,835819,1258,-3299.7,False
641.7,0,-210,0,PGAgain,995521,114,-119.1,True
642.4,0,-210,1,BPo,996551,381,-98.6,True
643.0,0,-210,2,OPA_SUMo,742053,133,-5167.1,False
643.7,0,-210,3,SUMo,745925,190,-5090.0,False
644.3,0,-210,4,LPo,835704,1201,-3301.9,False
655.0,0,-210,0,PGAgain,995502,133,-119.5,True
655.6,0,-210,1,BPo,996532,419,-98.9,True
656.3,0,-210,2,OPA_SUMo,742034,152,-5167.4,False
656.9,0,-210,3,SUMo,745983,171,-5088.8,False
657.6,0,-210,4,LPo,835685,1392,-3302.3,False
668.2,0,-210,0,PGAgain,995483,152,-119.8,True
668.9,0,-210,1,BPo,996513,381,-99.3,True
669.5,0,-210,2,OPA_SUMo,741996,152,-5168.2,False
670.2,0,-210,3,SUMo,745944,171,-5089.6,False
673.8,0,-210,4,LPo,835590,1335,-3304.2,False
684.4,0,-210,0,PGAgain,995540,133,-118.7,True
685.1,0,-210,1,BPo,996551,419,-98.6,True
685.7,0,-210,2,OPA_SUMo,742053,171,-5167.1,False
686.4,0,-210,3,SUMo,745964,171,-5089.2,False
687.0,0,-210,4,LPo,835514,1296,-3305.7,False
787.7,1,210,0,PGAgain,975742,114,-513.0,True
788.4,1,210,1,BPo,974903,400,-529.7,True
789.0,1,210,2,OPA_SUMo,1095600,114,1874.1,True
789.7,1,210,3,SUMo,1094188,95,1845.9,True
790.3,1,210,4,LPo,720958,133,-5587.2,False
803.9,1,210,0,PGAgain,975780,133,-512.2,True
805.4,1,210,1,BPo,974941,324,-528.9,True
806.0,1,210,2,OPA_SUMo,1095581,114,1873.7,True
806.7,1,210,3,SUMo,1094188,95,1845.9,True
807.3,1,210,4,LPo,720958,152,-5587.2,False
818.0,1,210,0,PGAgain,975799,152,-511.9,True
821.7,1,210,1,BPo,974998,362,-527.8,True
823.0,1,210,2,OPA_SUMo,1095600,114,1874.1,True
823.6,1,210,3,SUMo,1094169,133,1845.6,True
824.2,1,210,4,LPo,721015,152,-5586.1,False
834.9,1,210,0,PGAgain,975799,133,-511.9,True
837.0,1,210,1,BPo,975008,352,-527.6,True
839.5,1,210,2,OPA_SUMo,1095590,86,1873.9,True
840.5,1,210,3,SUMo,1094207,114,1846.3,True
841.1,1,210,4,LPo,720996,171,-5586.4,False
851.8,1,210,0,PGAgain,975780,133,-512.2,True
852.4,1,210,1,BPo,975036,400,-527.0,True
856.2,1,210,2,OPA_SUMo,1095561,95,1873.3,True
857.4,1,210,3,SUMo,1094150,95,1845.2,True
858.1,1,210,4,LPo,720977,133,-5586.8,False
868.7,1,210,0,PGAgain,975780,133,-512.2,True
869.4,1,210,1,BPo,975017,324,-527.4,True
873.0,1,210,2,OPA_SUMo,1095600,133,1874.1,True
874.4,1,210,3,SUMo,1094169,95,1845.6,True
875.1,1,210,4,LPo,720977,133,-5586.8,False
885.7,1,210,0,PGAgain,975799,114,-511.9,True
886.4,1,210,1,BPo,975036,495,-527.0,True
888.5,1,210,2,OPA_SUMo,1095600,114,1874.1,True
891.0,1,210,3,SUMo,1094198,124,1846.1,True
892.0,1,210,4,LPo,720977,152,-5586.8,False
902.6,1,210,0,PGAgain,975799,152,-511.9,True
903.3,1,210,1,BPo,975036,514,-527.0,True
903.9,1,210,2,OPA_SUMo,1095600,95,1874.1,True
907.5,1,210,3,SUMo,1094207,114,1846.3,True
909.0,1,210,4,LPo,720977,152,-5586.8,False
919.6,1,210,0,PGAgain,975761,114,-512.6,True
920.3,1,210,1,BPo,975017,400,-527.4,True
920.9,1,210,2,OPA_SUMo,1095561,114,1873.3,True
923.0,1,210,3,SUMo,1094188,104,1845.9,True
925.6,1,210,4,LPo,720996,190,-5586.4,False
936.2,1,210,0,PGAgain,975818,114,-511.5,True
936.9,1,210,1,BPo,975017,400,-527.4,True
937.5,1,210,2,OPA_SUMo,1095581,95,1873.7,True
938.2,1,210,3,SUMo,1094169,114,1845.6,True
941.8,1,210,4,LPo,720996,190,-5586.4,False
952.4,1,210,0,PGAgain,975818,114,-511.5,True
953.1,1,210,1,BPo,975036,457,-527.0,True
953.7,1,210,2,OPA_SUMo,1095600,95,1874.1,True
954.4,1,210,3,SUMo,1094188,133,1845.9,True
955.0,1,210,4,LPo,720977,171,-5586.8,False
965.7,1,210,0,PGAgain,975799,133,-511.9,True
966.3,1,210,1,BPo,975017,362,-527.4,True
967.0,1,210,2,OPA_SUMo,1095581,114,1873.7,True
967.6,1,210,3,SUMo,1094188,95,1845.9,True
968.3,1,210,4,LPo,720996,171,-5586.4,False
978.9,1,210,0,PGAgain,975799,95,-511.9,True
979.6,1,210,1,BPo,975017,400,-527.4,True
980.2,1,210,2,OPA_SUMo,1095600,95,1874.1,True
980.9,1,210,3,SUMo,1094207,114,1846.3,True
981.5,1,210,4,LPo,720996,133,-5586.4,False
992.2,1,210,0,PGAgain,975799,133,-511.9,True
992.8,1,210,1,BPo,975036,457,-527.0,True
993.5,1,210,2,OPA_SUMo,1095581,133,1873.7,True
994.1,1,210,3,SUMo,1094169,95,1845.6,True
994.8,1,210,4,LPo,720977,133,-5586.8,False
1005.4,1,210,0,PGAgain,975799,133,-511.9,True
1006.1,1,210,1,BPo,974998,381,-527.8,True
1006.7,1,210,2,OPA_SUMo,1095600,114,1874.1,True
1010.5,1,210,3,SUMo,1094207,76,1846.3,True
1011.7,1,210,4,LPo,720977,114,-5586.8,False
1022.4,1,210,0,PGAgain,975780,114,-512.2,True
1023.0,1,210,1,BPo,975017,419,-527.4,True
1023.7,1,210,2,OPA_SUMo,1095581,95,1873.7,True
1024.3,1,210,3,SUMo,1094188,95,1845.9,True
1025.0,1,210,4,LPo,720920,247,-5587.9,False
1035.6,1,210,0,PGAgain,975761,114,-512.6,True
1036.3,1,210,1,BPo,975055,324,-526.7,True
1036.9,1,210,2,OPA_SUMo,1095600,95,1874.1,True
1037.6,1,210,3,SUMo,1094188,114,1845.9,True
1038.2,1,210,4,LPo,720977,171,-5586.8,False
1048.9,1,210,0,PGAgain,975799,114,-511.9,True
1049.5,1,210,1,BPo,974979,457,-528.2,True
1050.2,1,210,2,OPA_SUMo,1095600,133,1874.1,True
1050.8,1,210,3,SUMo,1094226,95,1846.7,True
1051.5,1,210,4,LPo,721263,267,-5581.1,False
1062.1,1,210,0,PGAgain,975780,95,-512.2,True
1062.8,1,210,1,BPo,975017,419,-527.4,True
1063.4,1,210,2,OPA_SUMo,1095600,114,1874.1,True
1064.1,1,210,3,SUMo,1094226,114,1846.7,True
1064.7,1,210,4,LPo,720958,209,-5587.2,False
1075.4,1,210,0,PGAgain,975780,133,-512.2,True
1076.0,1,210,1,BPo,975017,400,-527.4,True
1076.7,1,210,2,OPA_SUMo,1095619,114,1874.4,True
1077.3,1,210,3,SUMo,1094188,114,1845.9,True
1078.0,1,210,4,LPo,720977,209,-5586.8,False
1088.7,1,210,0,PGAgain,975780,133,-512.2,True
1089.3,1,210,1,BPo,975017,362,-527.4,True
1090.0,1,210,2,OPA_SUMo,1095600,95,1874.1,True
1090.6,1,210,3,SUMo,1094188,95,1845.9,True
1094.3,1,210,4,LPo,720996,190,-5586.4,False
1105.0,1,210,0,PGAgain,975818,95,-511.5,True
1105.6,1,210,1,BPo,975036,324,-527.0,True
1106.3,1,210,2,OPA_SUMo,1095600,114,1874.1,True
1106.9,1,210,3,SUMo,1094188,114,1845.9,True
1107.6,1,210,4,LPo,720958,190,-5587.2,False
1118.2,1,210,0,PGAgain,975799,152,-511.9,True
1118.9,1,210,1,BPo,975036,419,-527.0,True
1119.5,1,210,2,OPA_SUMo,1095600,95,1874.1,True
1120.2,1,210,3,SUMo,1094188,114,1845.9,True
1120.8,1,210,4,LPo,720996,190,-5586.4,False
1131.5,1,210,0,PGAgain,975780,133,-512.2,True
1132.1,1,210,1,BPo,975036,381,-527.0,True
1132.8,1,210,2,OPA_SUMo,1095581,95,1873.7,True
1133.4,1,210,3,SUMo,1094169,95,1845.6,True
1134.1,1,210,4,LPo,720977,152,-5586.8,False
1144.7,1,210,0,PGAgain,975799,133,-511.9,True
1148.4,1,210,1,BPo,975036,534,-527.0,True
1149.7,1,210,2,OPA_SUMo,1095600,114,1874.1,True
1150.3,1,210,3,SUMo,1094207,133,1846.3,True
1151.0,1,210,4,LPo,721035,171,-5585.7,False
1161.6,1,210,0,PGAgain,975780,114,-512.2,True
1163.8,1,210,1,BPo,975026,372,-527.2,True
1166.3,1,210,2,OPA_SUMo,1095610,114,1874.3,True
1167.2,1,210,3,SUMo,1094188,114,1845.9,True
1167.9,1,210,4,LPo,720977,152,-5586.8,False
1178.5,1,210,0,PGAgain,975761,95,-512.6,True
1179.2,1,210,1,BPo,975036,457,-527.0,True
1182.9,1,210,2,OPA_SUMo,1095619,76,1874.4,True
1184.2,1,210,3,SUMo,1094188,95,1845.9,True
1184.8,1,210,4,LPo,721015,171,-5586.1,False
1195.5,1,210,0,PGAgain,975780,114,-512.2,True
1196.1,1,210,1,BPo,975055,400,-526.7,True
1196.8,1,210,2,OPA_SUMo,1095600,133,1874.1,True
1197.4,1,210,3,SUMo,1094188,95,1845.9,True
1198.1,1,210,4,LPo,720996,190,-5586.4,False
1298.8,2,-210,0,PGAgain,995502,133,-119.5,True
1299.4,2,-210,1,BPo,996665,419,-96.3,True
1300.1,2,-210,2,OPA_SUMo,742034,267,-5167.4,False
1300.7,2,-210,3,SUMo,745887,209,-5090.7,False
1301.4,2,-210,4,LPo,834197,1163,-3332.0,False
1312.0,2,-210,0,PGAgain,995483,95,-119.8,True
1312.7,2,-210,1,BPo,996627,343,-97.0,True
1313.3,2,-210,2,OPA_SUMo,742092,171,-5166.3,False
1314.0,2,-210,3,SUMo,745944,190,-5089.6,False
1314.6,2,-210,4,LPo,834083,1258,-3334.2,False
1325.3,2,-210,0,PGAgain,995521,114,-119.1,True
1325.9,2,-210,1,BPo,996589,419,-97.8,True
1326.6,2,-210,2,OPA_SUMo,742053,209,-5167.1,False
1327.2,2,-210,3,SUMo,745983,152,-5088.8,False
1327.9,2,-210,4,LPo,834045,1277,-3335.0,False
1338.5,2,-210,0,PGAgain,995464,114,-120.2,True
1339.2,2,-210,1,BPo,996551,419,-98.6,True
1339.8,2,-210,2,OPA_SUMo,742073,171,-5166.7,False
1340.5,2,-210,3,SUMo,745964,190,-5089.2,False
1341.1,2,-210,4,LPo,833911,1201,-3337.7,False
1351.7,2,-210,0,PGAgain,995502,133,-119.5,True
1352.4,2,-210,1,BPo,996551,343,-98.6,True
1353.0,2,-210,2,OPA_SUMo,742092,190,-5166.3,False
1353.7,2,-210,3,SUMo,745964,190,-5089.2,False
1354.3,2,-210,4,LPo,833873,1335,-3338.4,False
1365.0,2,-210,0,PGAgain,995521,95,-119.1,True
1365.6,2,-210,1,BPo,996589,419,-97.8,True
1366.3,2,-210,2,OPA_SUMo,742053,171,-5167.1,False
1367.0,2,-210,3,SUMo,745983,190,-5088.8,False
1367.6,2,-210,4,LPo,833797,1277,-3339.9,False
1378.3,2,-210,0,PGAgain,995502,114,-119.5,True
1378.9,2,-210,1,BPo,996589,457,-97.8,True
1379.6,2,-210,2,OPA_SUMo,742111,171,-5165.9,False
1380.2,2,-210,3,SUMo,746021,152,-5088.0,False
1380.9,2,-210,4,LPo,833740,1373,-3341.1,False
1393.0,2,-210,0,PGAgain,995502,133,-119.5,True
1395.5,2,-210,1,BPo,996580,276,-98.0,True
1396.4,2,-210,2,OPA_SUMo,742111,171,-5165.9,False
1397.1,2,-210,3,SUMo,746002,152,-5088.4,False
1397.7,2,-210,4,LPo,833568,1544,-3344.5,False
1408.4,2,-210,0,PGAgain,995521,95,-119.1,True
1412.0,2,-210,1,BPo,996532,476,-98.9,True
1413.4,2,-210,2,OPA_SUMo,742073,152,-5166.7,False
1414.1,2,-210,3,SUMo,745964,190,-5089.2,False
1414.7,2,-210,4,LPo,833454,1621,-3346.8,False
1425.4,2,-210,0,PGAgain,995502,114,-119.5,True
1427.5,2,-210,1,BPo,996580,305,-98.0,True
1430.1,2,-210,2,OPA_SUMo,742073,190,-5166.7,False
1431.0,2,-210,3,SUMo,746040,228,-5087.7,False
1431.6,2,-210,4,LPo,833301,1392,-3349.8,False
1442.3,2,-210,0,PGAgain,995483,95,-119.8,True
1442.9,2,-210,1,BPo,996551,400,-98.6,True
1443.6,2,-210,2,OPA_SUMo,742053,190,-5167.1,False
1444.2,2,-210,3,SUMo,745944,209,-5089.6,False
1444.9,2,-210,4,LPo,833225,1411,-3351.3,False
1455.5,2,-210,0,PGAgain,995502,114,-119.5,True
1456.2,2,-210,1,BPo,996589,343,-97.8,True
1456.8,2,-210,2,OPA_SUMo,742111,133,-5165.9,False
1457.5,2,-210,3,SUMo,746002,171,-5088.4,False
1458.1,2,-210,4,LPo,833091,1258,-3354.0,False
1468.8,2,-210,0,PGAgain,995502,114,-119.5,True
1469.5,2,-210,1,BPo,996570,400,-98.2,True
1470.1,2,-210,2,OPA_SUMo,742073,190,-5166.7,False
1470.8,2,-210,3,SUMo,745964,171,-5089.2,False
1471.4,2,-210,4,LPo,832996,1392,-3355.9,False
1482.1,2,-210,0,PGAgain,995521,133,-119.1,True
1482.7,2,-210,1,BPo,996589,305,-97.8,True
1483.4,2,-210,2,OPA_SUMo,742092,209,-5166.3,False
1484.0,2,-210,3,SUMo,745964,209,-5089.2,False
1484.7,2,-210,4,LPo,832901,1354,-3357.8,False
1498.4,2,-210,0,PGAgain,995521,133,-119.1,True
1499.7,2,-210,1,BPo,996570,400,-98.2,True
1500.3,2,-210,2,OPA_SUMo,742092,190,-5166.3,False
1501.0,2,-210,3,SUMo,745944,152,-5089.6,False
1501.6,2,-210,4,LPo,832767,1354,-3360.4,False
1513.7,2,-210,0,PGAgain,995474,114,-120.0,True
1516.3,2,-210,1,BPo,996570,476,-98.2,True
1517.2,2,-210,2,OPA_SUMo,742034,267,-5167.4,False
1517.9,2,-210,3,SUMo,745887,228,-5090.7,False
1518.5,2,-210,4,LPo,832614,1373,-3363.5,False
1529.2,2,-210,0,PGAgain,995483,114,-119.8,True
1532.8,2,-210,1,BPo,996551,381,-98.6,True
1534.2,2,-210,2,OPA_SUMo,742034,228,-5167.4,False
1534.9,2,-210,3,SUMo,745925,190,-5090.0,False
1535.5,2,-210,4,LPo,832519,1220,-3365.4,False
1546.2,2,-210,0,PGAgain,995483,133,-119.8,True
1548.3,2,-210,1,BPo,996580,334,-98.0,True
1550.8,2,-210,2,OPA_SUMo,742082,180,-5166.5,False
1551.8,2,-210,3,SUMo,745944,190,-5089.6,False
1552.4,2,-210,4,LPo,832405,1277,-3367.6,False
1563.1,2,-210,0,PGAgain,995464,133,-120.2,True
1563.7,2,-210,1,BPo,996532,362,-98.9,True
1567.4,2,-210,2,OPA_SUMo,742053,267,-5167.1,False
1568.7,2,-210,3,SUMo,746002,190,-5088.4,False
1569.4,2,-210,4,LPo,832309,1392,-3369.6,False
1580.0,2,-210,0,PGAgain,995502,114,-119.5,True
1580.7,2,-210,1,BPo,996570,247,-98.2,True
1584.3,2,-210,2,OPA_SUMo,742092,133,-5166.3,False
1585.7,2,-210,3,SUMo,746021,190,-5088.0,False
1586.3,2,-210,4,LPo,832176,1201,-3372.2,False
1597.0,2,-210,0,PGAgain,995502,114,-119.5,True
1597.6,2,-210,1,BPo,996570,324,-98.2,True
1599.8,2,-210,2,OPA_SUMo,742092,190,-5166.3,False
1602.3,2,-210,3,SUMo,745954,171,-5089.4,False
1603.2,2,-210,4,LPo,832080,1201,-3374.1,False
1613.9,2,-210,0,PGAgain,995502,114,-119.5,True
1614.5,2,-210,1,BPo,996532,400,-98.9,True
1615.2,2,-210,2,OPA_SUMo,742053,190,-5167.1,False
1618.8,2,-210,3,SUMo,746021,228,-5088.0,False
1620.2,2,-210,4,LPo,831947,1277,-3376.8,False
1630.9,2,-210,0,PGAgain,995521,114,-119.1,True
1631.5,2,-210,1,BPo,996570,381,-98.2,True
1632.2,2,-210,2,OPA_SUMo,742053,209,-5167.1,False
1634.3,2,-210,3,SUMo,745974,209,-5089.0,False
1636.8,2,-210,4,LPo,831851,1450,-3378.7,False
1647.5,2,-210,0,PGAgain,995521,114,-119.1,True
1648.1,2,-210,1,BPo,996570,438,-98.2,True
1648.8,2,-210,2,OPA_SUMo,742053,209,-5167.1,False
1649.4,2,-210,3,SUMo,745964,190,-5089.2,False
1653.1,2,-210,4,LPo,831813,1182,-3379.4,False
1663.7,2,-210,0,PGAgain,995502,114,-119.5,True
1664.4,2,-210,1,BPo,996551,400,-98.6,True
1665.0,2,-210,2,OPA_SUMo,742092,247,-5166.3,False
1665.7,2,-210,3,SUMo,745983,171,-5088.8,False
1666.3,2,-210,4,LPo,831623,1201,-3383.2,False
1677.0,2,-210,0,PGAgain,995483,114,-119.8,True
1677.6,2,-210,1,BPo,996570,419,-98.2,True
1678.3,2,-210,2,OPA_SUMo,742111,190,-5165.9,False
1678.9,2,-210,3,SUMo,746021,171,-5088.0,False
1679.6,2,-210,4,LPo,831584,1449,-3384.0,False
1690.2,2,-210,0,PGAgain,995483,114,-119.8,True
1690.9,2,-210,1,BPo,996570,400,-98.2,True
1691.5,2,-210,2,OPA_SUMo,742130,209,-5165.5,False
1692.2,2,-210,3,SUMo,745944,152,-5089.6,False
1692.8,2,-210,4,LPo,831451,1258,-3386.6,False
1703.5,2,-210,0,PGAgain,995483,114,-119.8,True
1704.1,2,-210,1,BPo,996532,400,-98.9,True
1704.8,2,-210,2,OPA_SUMo,742073,171,-5166.7,False
1705.4,2,-210,3,SUMo,745944,190,-5089.6,False
1706.1,2,-210,4,LPo,831298,1316,-3389.7,False
1716.7,2,-210,0,PGAgain,995502,95,-119.5,True
1717.4,2,-210,1,BPo,996532,343,-98.9,True
1718.0,2,-210,2,OPA_SUMo,742053,171,-5167.1,False
1718.7,2,-210,3,SUMo,745964,190,-5089.2,False
1719.3,2,-210,4,LPo,831241,1239,-3390.8,False
1820.0,3,210,0,PGAgain,975780,114,-512.2,True
1820.7,3,210,1,BPo,974941,324,-528.9,True
1821.4,3,210,2,OPA_SUMo,1095581,114,1873.7,True
1822.0,3,210,3,SUMo,1094207,95,1846.3,True
1822.7,3,210,4,LPo,721054,133,-5585.3,False
1833.3,3,210,0,PGAgain,975780,114,-512.2,True
1834.0,3,210,1,BPo,974941,343,-528.9,True
1834.6,3,210,2,OPA_SUMo,1095581,95,1873.7,True
1835.3,3,210,3,SUMo,1094188,114,1845.9,True
1835.9,3,210,4,LPo,721015,152,-5586.1,False
1846.6,3,210,0,PGAgain,975780,95,-512.2,True
1850.2,3,210,1,BPo,974960,438,-528.6,True
1851.6,3,210,2,OPA_SUMo,1095581,95,1873.7,True
1852.2,3,210,3,SUMo,1094207,114,1846.3,True
1852.9,3,210,4,LPo,721015,171,-5586.1,False
1863.5,3,210,0,PGAgain,975742,114,-513.0,True
1864.2,3,210,1,BPo,974979,286,-528.2,True
1864.8,3,210,2,OPA_SUMo,1095581,95,1873.7,True
1865.5,3,210,3,SUMo,1094169,114,1845.6,True
1866.1,3,210,4,LPo,720977,171,-5586.8,False
1876.8,3,210,0,PGAgain,975780,133,-512.2,True
1877.4,3,210,1,BPo,974979,457,-528.2,True
1878.1,3,210,2,OPA_SUMo,1095600,114,1874.1,True
1878.7,3,210,3,SUMo,1094188,95,1845.9,True
1879.4,3,210,4,LPo,721015,171,-5586.1,False
1890.0,3,210,0,PGAgain,975780,133,-512.2,True
1890.7,3,210,1,BPo,975017,476,-527.4,True
1891.4,3,210,2,OPA_SUMo,1095581,114,1873.7,True
1892.0,3,210,3,SUMo,1094169,133,1845.6,True
1892.7,3,210,4,LPo,721015,190,-5586.1,False
1903.3,3,210,0,PGAgain,975780,133,-512.2,True
1904.0,3,210,1,BPo,974979,438,-528.2,True
1904.6,3,210,2,OPA_SUMo,1095581,114,1873.7,True
1905.3,3,210,3,SUMo,1094150,95,1845.2,True
1905.9,3,210,4,LPo,720996,171,-5586.4,False
1919.5,3,210,0,PGAgain,975761,133,-512.6,True
1920.9,3,210,1,BPo,974998,476,-527.8,True
